id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
57.0,0115502,石橋脳神経外科クリニック,〒960－8031,福島市栄町６－６福島セントランドビル２Ｆ,024-523-0360,石橋　安彦,石橋　安彦,平7. 12. 1 / 新規 / 令4. 12. 1,脳外　神内　内　リハ,診療所 / 現存,,,,,,,,,,,,,,
58.0,0115510,腎・泌尿器科クリニックさかがみ,〒960－0111,福島市丸子字町頭２０－１３,024-553-6911,坂上　善成,坂上　善成,平8. 1. 1 / 新規 / 令5. 1. 1,ひ　内　外,診療所 / 現存,,,,,,,,,,,,,,
59.0,0115577,あづま脳神経外科病院,〒960－1101,福島市大森字柳下１６－１,024-546-3911,社会医療法人　秀公会　理事長　泉　一郎,佐藤　拓,平8. 7. 10 / 新規 / 令5. 9. 1,一般　　    108 / 療養　　     60 / 脳外　神内　循環器内科　消化器内科　リハ　内　外　麻　精,病院 / 現存,,,,,,,,,,,,,,
60.0,0115601,皮フ科たんじクリニック,〒960－8001,福島市天神町１５－１０,024-531-5725,医療法人恵仁会　理事長　丹治　修,丹治　修,平8. 10. 1 / 新規 / 令5. 10. 1,皮,診療所 / 現存,,,,,,,,,,,,,,
61.0,0115635,土屋眼科医院,〒960－8131,福島市北五老内町６－６,024-534-0151,医療法人雄仁会　土屋　牧雄,土屋　牧雄,平8. 10. 1 / 組織変更 / 令5. 10. 1,一般　　      5 / 眼,診療所 / 現存,,,,,,,,,,,,,,
62.0,0115643,医療法人後藤整形外科,〒960－0102,福島市鎌田字門丈壇１０－１０,024-554-2626,医療法人後藤整形外科　理事長　後藤　英隆,後藤　英隆,平8. 10. 1 / 組織変更 / 令5. 10. 1,一般　　     19 / 整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
63.0,0115700,野田循環器・消化器内科外科クリニック,〒960－0113,福島市北矢野目字原田５９－５,024-559-1133,医療法人慈栄会　理事長　野田　真由美,野田　真由美,平9. 4. 1 / 組織変更 / 令6. 4. 1,循環器内科　内　糖尿病内科　内分泌内科　外　消化器内科　消化器外科　乳腺外科　こう,診療所 / 現存,,,,,,,,,,,,,,
64.0,0115718,医療法人さくら内科循環器科医院,〒960－2155,福島市上名倉吉前３９－１,024-593-0611,医療法人さくら内科循環器科医院　理事長　鈴木　彰,鈴木　彰,平9. 4. 1 / 組織変更 / 令6. 4. 1,内　呼　消　循,診療所 / 現存,,,,,,,,,,,,,,
65.0,0115734,医療法人さいとう医院,〒960－0211,福島市飯坂町湯野字浦湊２－８,024-542-3030,医療法人さいとう医院　理事長　斎藤　孝一,斎藤　孝一,平9. 4. 1 / 組織変更 / 令6. 4. 1,内　消,診療所 / 現存,,,,,,,,,,,,,,
66.0,0115742,公益財団法人福島県労働保健センター　附属貴船診療所,〒960－0114,福島市沖高字北貴船１－２,024-554-1133,公益財団法人福島県労働保健センター　理事長　佐藤　卓也,佐藤　卓也,平9. 5. 1 / 新規 / 令6. 5. 1,内,診療所 / 現存,,,,,,,,,,,,,,
67.0,0115767,さとう胃腸科クリニック,〒960－8002,福島市森合町２ー２１,024-536-0133,佐藤　忠比古,佐藤　忠比古,平9. 7. 1 / 新規 / 令6. 7. 1,内　胃　外　整外　こう,診療所 / 現存,,,,,,,,,,,,,,
68.0,0115783,笹木野みやけ内科外科,〒960－8057,福島市笹木野字中小屋１６ー２,024-559-1511,医療法人みやけ歯科医科ケア　理事長　三宅　一永,三宅　高史,平9. 10. 1 / 新規 / 令6. 10. 1,一般　　     12 / 内　外　整外　リハ　呼　消　循　こう　形外　心内,診療所 / 現存,,,,,,,,,,,,,,
69.0,0115809,にいつま内科・循環器科クリニック,〒960－0102,福島市鎌田字一里塚５－１１,024-552-2844,新妻　一夫,新妻　一夫,平9. 12. 1 / 新規 / 令3. 12. 1,内　循,診療所 / 現存,,,,,,,,,,,,,,
70.0,0115833,きっかわ皮膚科,〒960－8073,福島市南中央１－６５－９,024-536-0008,医療法人　きっかわ皮膚科　理事長　吉川　康之,吉川　康之,平10. 4. 1 / 組織変更 / 令4. 4. 1,皮　アレ,診療所 / 現存,,,,,,,,,,,,,,
71.0,0115866,竹田眼科クリニック,〒960－8153,福島市黒岩字素利町２０－１,024-545-8880,医療法人　恵明会　理事長　竹田　洋介,竹田　洋介,平10. 4. 1 / 組織変更 / 令4. 4. 1,眼,診療所 / 現存,,,,,,,,,,,,,,
72.0,0115916,きらり健康生活協同組合　上松川診療所,〒960－8251,福島市北沢又字番匠田５,024-558-1111,きらり健康生活協同組合　理事長　木村　公,春日　良之,平10. 5. 1 / 移動 / 令4. 5. 1,内　小　外　胃　リハ　放,診療所 / 現存,,,,,,,,,,,,,,
73.0,0115924,てらだクリニック,〒960－8056,福島市八島田字下干損田４ー１,024-559-3101,寺田　督,寺田　督,平10. 9. 1 / 新規 / 令4. 9. 1,婦　内　皮　整外,診療所 / 現存,,,,,,,,,,,,,,
74.0,0115965,松川クリニック,〒960－1231,福島市松川町沼袋字北原８４－１１,024-537-2055,村松　尚夫,村松　尚夫,平10. 11. 1 / 新規 / 令4. 11. 1,内　リハ,診療所 / 現存,,,,,,,,,,,,,,
75.0,0115973,横田泌尿器科,〒960－8055,福島市野田町６－６－１３,024-533-9388,横田　季世士,横田　季世士,平10. 12. 1 / 新規 / 令4. 12. 1,ひ,診療所 / 現存,,,,,,,,,,,,,,
76.0,0116005,医療法人いちかわクリニック,〒960－0112,福島市南矢野目字鼓田６－１,024-554-0303,医療法人いちかわクリニック　理事長　市川　文隆,市川　文隆,平11. 4. 1 / 組織変更 / 令5. 9. 1,一般　　     18 / 産婦　小,診療所 / 現存,,,,,,,,,,,,,,
77.0,0116054,しぎはらクリニック,〒960－8056,福島市八島田字勝口３７,024-555-3331,鴫原　晃,鴫原　晃,平11. 10. 1 / 新規 / 令5. 10. 1,麻　内　整外　形外　アレ,診療所 / 現存,,,,,,,,,,,,,,
78.0,0116062,天神橋クリニック,〒960－8141,福島市渡利字天神２７－１,024-528-1155,佐藤　佳浩,佐藤　佳浩,平11. 11. 1 / 新規 / 令5. 11. 1,消　内　小,診療所 / 現存,,,,,,,,,,,,,,
79.0,0116088,医療法人　やすた耳鼻咽喉科クリニック,〒960－8071,福島市東中央２－３－９,024-525-7565,医療法人やすた耳鼻咽喉科クリニック　理事長　安田秀男,安田　秀男,平12. 4. 1 / 組織変更 / 令6. 4. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,
80.0,0116096,医療法人　武田中央医院,〒960－8253,福島市泉字仲ノ町１４－１３,024-559-1664,医療法人武田中央医院　理事長　横川　順子,横川　順子,平12. 4. 1 / 組織変更 / 令6. 4. 1,内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,
81.0,0116120,おじま眼科,〒960－8141,福島市渡利字椚町２５－１,024-528-0588,医療法人　眞隆会　理事長　小島　彰,小島　彰,平12. 7. 1 / 新規 / 令6. 7. 1,眼,診療所 / 現存,,,,,,,,,,,,,,
82.0,0116138,クリニック２１,〒960－8031,福島市栄町６－６福島セントランドビル２Ｆ,024-521-5581,高木　徹,高木　徹,平12. 10. 1 / 新規 / 令6. 10. 1,内　消,診療所 / 現存,,,,,,,,,,,,,,
83.0,0116146,きらり健康生活協同組合　とやのクリニック,〒960－8152,福島市鳥谷野字宮畑６４－１,024-544-1122,きらり健康生活協同組合　理事長　木村　公,山本　喜代志,平12. 10. 2 / 新規 / 令6. 10. 2,内　小　リハ,診療所 / 現存,,,,,,,,,,,,,,
84.0,0116179,福島県厚生農業協同組合連合会福島県農協会館診療所,〒960－0298,福島市飯坂町平野字三枚長１－１　ＪＡ福島ビル１階,024-554-3488,福島県厚生農業協同組合連合会　代表理事理事長　髙久　忠,重富　秀一,平13. 1. 1 / 移動 / 令7. 1. 1,内　外,診療所 / 現存,,,,,,,,,,,,,,
85.0,0116187,医療法人社団望星会　蓬萊東クリニック,〒960－8157,福島市蓬莱町８－１－１,024-548-6601,医療法人社団望星会　理事長　白井　哲夫,鈴木　穂孝,平13. 2. 1 / 新規 / 令7. 2. 1,人工透析内科　腎臓内科,診療所 / 現存,,,,,,,,,,,,,,
86.0,0116195,ｉひふ・大腸　いがり弘之　由美子クリニック,〒960－8057,福島市笹木野字中西裏１８－５,024-558-2323,医療法人雙葉会　理事長　猪狩　由美子,猪狩　由美子,平13. 4. 1 / 組織変更 / 令7. 4. 1,皮　胃　内,診療所 / 現存,,,,,,,,,,,,,,
87.0,0116203,くさの耳鼻咽喉科クリニック,〒960－8001,福島市天神町２－１８,024-531-9333,医療法人くさの耳鼻咽喉科クリニック　理事長　草野　英昭,草野　英昭,平13. 4. 1 / 組織変更 / 令7. 4. 1,耳い　アレ,診療所 / 現存,,,,,,,,,,,,,,
88.0,0116211,医療生協わたり病院附属ふれあいクリニックさくらみず,〒960－0241,福島市笹谷字塗谷地２０－１,024-559-2664,福島医療生活協同組合　理事長　齋藤　紀,齋藤　紀,平13. 5. 1 / 新規 / 令7. 5. 1,内　消化器内科,診療所 / 現存,,,,,,,,,,,,,,
89.0,0116229,さとう日出夫整形外科,〒960－8204,福島市岡部字中条６５,024-533-1433,医療法人　日優会　理事長　佐藤　日出夫,佐藤　日出夫,平13. 10. 1 / 組織変更 / 令元. 10. 1,整外　リハ,診療所 / 現存,,,,,,,,,,,,,,
90.0,0116237,みやざき内科循環器科クリニック,〒960－8164,福島市八木田字中島５４－２,024-544-2622,医療法人　みやざき内科循環器科クリニック　理事長　宮崎　吉弘,宮崎　吉弘,平13. 10. 1 / 組織変更 / 令元. 10. 1,内　循,診療所 / 現存,,,,,,,,,,,,,,
91.0,0116252,岩﨑消化器科内科医院,〒960－0111,福島市丸子字沢目３３－３,024-554-5841,医療法人　岩﨑医院　理事長　岩崎　勝利,岩崎　勝利,平13. 10. 1 / 組織変更 / 令元. 10. 1,消化器内科　内,診療所 / 現存,,,,,,,,,,,,,,
92.0,0116278 / (0133501),一般財団法人脳神経疾患研究所附属　南東北福島病院,〒960－2102,福島市荒井北３－１－１３,024-593-5100,一般財団法人　脳神経疾患研究所　理事長　渡邉　貞義,菅野　智之,平14. 2. 1 / 交代 / 令2. 2. 1,一般　　 / 一般    189 / 療養 / 療養     44 / 脳外　外　整外　循　内　こう　リハ　脳内　呼　消　ひ　麻　心外　形外　救命　皮　放　歯　歯外,病院 / 現存,,,,,,,,,,,,,,
93.0,0116302,あすなろ南矢野目クリニック,〒960－0112,福島市南矢野目字清水前３４－１６,024-555-5766,佐藤　久芳,佐藤　久芳,平14. 4. 1 / 新規 / 令2. 4. 1,内　胃　外,診療所 / 現存,,,,,,,,,,,,,,
94.0,0116328,わたなべクリニック,〒960－1108,福島市成川字神崎４０－１,024-593-3172,医療法人　福成会　理事長　渡邊　一雄,渡邊　一雄,平14. 4. 1 / 組織変更 / 令2. 4. 1,内　消化器内科　呼内　アレ,診療所 / 現存,,,,,,,,,,,,,,
95.0,0116336,内海メンタルクリニック,〒960－8157,福島市蓬莱町６－２－１２,024-547-3553,内海　晴美,内海　晴美,平14. 5. 1 / 新規 / 令2. 5. 1,精,診療所 / 現存,,,,,,,,,,,,,,
96.0,0116351,斎藤皮膚科クリニック,〒960－8164,福島市八木田字井戸上８９－１,024-544-6866,齋藤　英二,齋藤　英二,平14. 5. 1 / 新規 / 令2. 5. 1,皮,診療所 / 現存,,,,,,,,,,,,,,
97.0,0116443,西條耳鼻咽喉科医院,〒960－0241,福島市笹谷字中田５－２,024-558-1344,医療法人　西條耳鼻咽喉科医院　理事長　西條　博之,西條　博之,平14. 10. 1 / 組織変更 / 令2. 10. 1,耳い　気食,診療所 / 現存,,,,,,,,,,,,,,
