id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24

8.0,01-1476-5 / (01-3476-9) / 青医476,青森県立中央病院,〒030－0913,青森市東造道二丁目１－１,017-726-8111,青森県知事　宮下　宗一郎,大山　力 / 新規 / 令5. 9. 25,昭56. 9. 25 / 内科　消化器内科　血液内科　内分泌内科　緩和ケア内科　循環器内科　リウ　精　脳内　小　外科　消化器外科　耳鼻いんこう科・頭頸部外科　　整外　脳外　心外　皮　ひ　産婦　眼　リハ　放射線科　腫瘍放射線科　歯　歯外　麻　病理　臨床　形外　呼内　呼外,一般　　    584 / 現存,病院,,,,,,,,,,,,,,

9.0,01-1498-9 / 青医498,一般財団法人双仁会青森厚生病院,〒038－0042,青森市大字新城字山田４８８－１,017-788-3121,一般財団法人　双仁会　理事長　田渕　博子,森田　隆幸 / 新規 / 令4. 4. 1,昭58. 4. 1 / 一般　　     55 / 療養　　     58 / 一般　　     31 / 内　外　呼内　心外　放　麻　整外　リハ　循環器内科　消化器外科,療養　　     55 / 現存,病院,,,,,,,,,,,,,,

10.0,01-1513-5 / 青医513,村上新町病院,〒030－0801,青森市新町二丁目１－１３,017-723-1111,医療法人　三良会　理事長　村上　秀一,村上　秀一 / 新規 / 令6. 2. 1,昭60. 2. 1 / 療養　　     32 / 内科　循環器内科　消化器内科　腎臓内科　リハ　呼内　神内　放　心外　外科　血管外科　肛門外科　整外　ひ　耳　皮,一般　　     46 / 現存,病院,,,,,,,,,,,,,,

11.0,01-1524-2 / 青医524,下山泌尿器科医院,〒030－0911,青森市造道三丁目２－２８,017-743-5210,下山　茂,下山　茂 / 新規 / 令5. 2. 1,昭62. 2. 1,ひ　内　皮 / 現存,診療所,,,,,,,,,,,,,,

12.0,01-1537-4 / 青医537,田辺和彦胃腸科内科医院,〒030－0821,青森市勝田一丁目１５－１０,0177-35-1188,田辺　和彦,田辺　和彦 / 新規 / 令3. 12. 15,昭63. 12. 15,内　呼　胃　循　小 / 現存,診療所,,,,,,,,,,,,,,

13.0,01-1552-3 / 青医552,工藤こども医院,〒030－0861,青森市長島二丁目８－６,0177-76-8413,工藤　協志,工藤　協志 / 移動 / 令5. 9. 1,平2. 9. 1,小 / 現存,診療所,,,,,,,,,,,,,,

14.0,01-1553-1 / 青医553,佐藤内科クリニック,〒030－0919,青森市はまなす一丁目１７番２１号,017-726-7800,佐藤　洋湖,佐藤　洋湖 / 新規 / 令5. 10. 15,平2. 10. 15,内　呼　消　循　小　皮 / 現存,診療所,,,,,,,,,,,,,,

15.0,01-1555-6 / 青医555,高内科小児科医院,〒030－0957,青森市蛍沢三丁目１２番１５号,0177-41-8181,高　明休,高　明休 / 新規 / 令5. 11. 1,平2. 11. 1,内　呼　消　循　小 / 現存,診療所,,,,,,,,,,,,,,

16.0,01-1572-1 / 青医572,永井耳鼻咽喉科クリニック,〒030－0915,青森市小柳六丁目１９－１５,0177-41-8733,永井　政男,永井　政男 / 新規 / 令6. 4. 1,平3. 4. 1,耳い / 現存,診療所,,,,,,,,,,,,,,

17.0,01-1578-8 / 青医578,福井ひ尿器科クリニック,〒038－0011,青森市篠田一丁目１０－１９,0177-66-7100,福井　耕三,福井　耕三 / 新規 / 令6. 8. 1,平3. 8. 1,ひ　内　皮 / 現存,診療所,,,,,,,,,,,,,,

18.0,01-1583-8 / 青医583,くぼぞのクリニック,〒030－0812,青森市堤町一丁目１０－１１つつみクリニックビル　２階,017-777-7788,久保園　善堂,久保園　善堂 / 新規 / 令6. 10. 15,平3. 10. 15,外　内　胃　整外　こう / 現存,診療所,,,,,,,,,,,,,,

19.0,01-1586-1 / 青医586,ヤマモト皮膚科,〒030－0823,青森市橋本二丁目８－１０,017-776-5501,医療法人青栄会　理事長　山本　功,山本　功 / 移動 / 令6. 11. 1,平3. 11. 1,皮 / 現存,診療所,,,,,,,,,,,,,,

20.0,01-1587-9 / 青医587,成田祥耕クリニック,〒030－0963,青森市中佃一丁目１－３０,017-743-6511,成田　祥耕,成田　祥耕 / 新規 / 令6. 11. 15,平3. 11. 15,内　脳内　消化器・肝臓内科 / 現存,診療所,,,,,,,,,,,,,,

21.0,01-1597-8 / 青医597,三戸内科胃腸科,〒038－0024,青森市浪館前田四丁目１０－１,017-781-6011,医療法人　三戸内科胃腸科　理事長　三戸　一朗,三戸　一朗 / 組織変更 / 令4. 7. 1,平4. 7. 1,内科　循環器内科　　胃　小　呼内 / 現存,診療所,,,,,,,,,,,,,,

22.0,01-1601-8 / 青医601,やまがみ眼科,〒030－0861,青森市長島二丁目１－１４青森クリニックビル３階,0177-75-9220,山上　美情子,山上　美情子 / 新規 / 令4. 10. 1,平4. 10. 1,眼 / 現存,診療所,,,,,,,,,,,,,,

23.0,01-1602-6 / 青医602,医療法人　清和会　三川内科医院,〒030－0912,青森市八重田二丁目１－６,017-736-8191,医療法人　清和会　理事長　渡邉　智子,渡邉　智子 / 組織変更 / 令4. 10. 1,平4. 10. 1,内科　消化器内科　漢方内科 / 現存,診療所,,,,,,,,,,,,,,

24.0,01-1603-4 / 青医603,木村文祥内科クリニック,〒038－0031,青森市大字三内字沢部４３９－５,017-782-6812,木村　文祥,木村　文祥 / 新規 / 令4. 10. 15,平4. 10. 15,内　神内　胃　循　小 / 現存,診療所,,,,,,,,,,,,,,

25.0,01-1604-2 / 青医604,おだぎりメンタルクリニック,〒030－0812,青森市堤町二丁目１５－１３,0177-77-1521,小田桐　正孝,小田桐　正孝 / 新規 / 令4. 12. 15,平4. 12. 15,精　心内　内 / 現存,診療所,,,,,,,,,,,,,,

26.0,01-1606-7 / 青医606,神外科胃腸科医院,〒030－0802,青森市本町三丁目２－１９,017-775-1021,神　俊一,神　俊一 / 組織変更 / 令5. 1. 1,平5. 1. 1 / 外　胃　整外　こう,一般　　        / 現存,診療所,,,,,,,,,,,,,,

27.0,01-1611-7 / 青医611,三上眼科医院,〒030－0801,青森市新町二丁目６－２７,017-722-6501,三上　恵一,三上　恵一 / 交代 / 令5. 2. 28,平5. 2. 28,眼 / 現存,診療所,,,,,,,,,,,,,,

28.0,01-1613-3 / 青医613,千代谷皮膚科,〒030－0915,青森市小柳六丁目４－２２,0177-42-7700,千代谷　成史,千代谷　成史 / 新規 / 令5. 4. 1,平5. 4. 1,皮 / 現存,診療所,,,,,,,,,,,,,,

29.0,01-1614-1 / 青医614,森山内科クリニック,〒030－0944,青森市大字筒井字八ツ橋１３８２－１２,0177-28-1550,森山　裕三,森山　裕三 / 新規 / 令5. 4. 1,平5. 4. 1,内　呼　胃　消　循　小 / 現存,診療所,,,,,,,,,,,,,,

30.0,01-1615-8 / 青医615,近藤内科胃腸科,〒030－0944,青森市筒井三丁目１４－３２,0177-28-2022,近藤　博満,近藤　博満 / 新規 / 令5. 4. 1,平5. 4. 1,内　呼　胃　循　小　放 / 現存,診療所,,,,,,,,,,,,,,

31.0,01-1620-8 / 青医620,八重田医院,〒030－0919,青森市はまなす二丁目６番１１号,0177-26-1188,医療法人　鶴見会　理事長　円山　宏洋,円山　宏洋 / 組織変更 / 令5. 9. 1,平5. 9. 1,耳い　気食　呼 / 現存,診療所,,,,,,,,,,,,,,

32.0,01-1622-4 / 青医622,ささき耳鼻咽喉科クリニック,〒038－0022,青森市大字浪館字泉川２２－７,0177-39-6687,佐々木　均,佐々木　均 / 新規 / 令5. 11. 15,平5. 11. 15,耳　気食 / 現存,診療所,,,,,,,,,,,,,,

33.0,01-1625-7 / 青医625,南内科循環器科医院,〒030－0914,青森市岡造道一丁目１７－８,017-741-1616,南　收,南　收 / 新規 / 令5. 12. 1,平5. 12. 1 / 療養　　      3 / 療養　　      9 / 循　内　心内　精　呼　アレ　小,一般　　      7 / 現存,診療所,,,,,,,,,,,,,,

34.0,01-1627-3 / 青医627,青森眼科クリニック,〒030－0913,青森市東造道一丁目４－３,017-736-8111,医療法人　青森眼科　理事長　竹内　侯雄,竹内　侯雄 / 組織変更 / 令6. 2. 1,平6. 2. 1 / 眼,一般　　     12 / 現存,診療所,,,,,,,,,,,,,,

35.0,01-1630-7 / 青医630,あおもり協立病院,〒030－0847,青森市東大野二丁目１番地１０,017-762-5500,青森保健生活協同組合　理事長　横田　祐介,相馬　裕 / 新規 / 令6. 5. 1,平6. 5. 1 / 一般    135 / 療養 / 療養     88 / 内科　緩和医療内科　消　循　呼　神内　精　放　リハ　リウ,一般　　 / 現存,病院,,,,,,,,,,,,,,

36.0,01-1631-5 / 青医631,中部クリニック,〒030－0822,青森市中央三丁目１０－２,017-777-6206,青森保健生活協同組合　理事長　横田　祐介,澤岡　孝幸 / 新規 / 令6. 5. 2,平6. 5. 2,内　胃　循　放 / 現存,診療所,,,,,,,,,,,,,,

37.0,01-1632-3 / 青医632,ふくし耳鼻科,〒030－0813,青森市松原三丁目１２－１５,0177-34-1187,福士　栄治,福士　栄治 / 新規 / 令6. 7. 1,平6. 7. 1,耳い / 現存,診療所,,,,,,,,,,,,,,

38.0,01-1633-1 / 青医633,すずきクリニック,〒030－0914,青森市岡造道一丁目２－８,0177-42-2830,鈴木　猛,鈴木　猛 / 新規 / 令6. 8. 1,平6. 8. 1,外　リハ　麻 / 現存,診療所,,,,,,,,,,,,,,

39.0,01-1636-4 / 青医636,青森県立精神保健福祉センター,〒038－0031,青森市大字三内字沢部３５３－９２,017-787-3951,青森県知事　宮下　宗一郎,田中　治 / 新規 / 令6. 11. 1,平6. 11. 1,精　神　内 / 現存,診療所,,,,,,,,,,,,,,

40.0,01-1639-8 / 青医639,岸谷整形外科クリニック,〒030－0853,青森市金沢一丁目５－７,017-723-6881,医療法人　岸谷整形外科クリニック　理事長　岸谷　雄三,岸谷　正樹 / 組織変更 / 令4. 6. 1,平7. 6. 1,整外　リハ / 現存,診療所,,,,,,,,,,,,,,

41.0,01-1640-6 / 青医640,剛整形外科クリニック,〒030－0966,青森市花園二丁目２２－３,017-741-6100,新渡戸　剛,新渡戸　剛 / 新規 / 令4. 7. 1,平7. 7. 1,整外　リハ　放 / 現存,診療所,,,,,,,,,,,,,,

42.0,01-1641-4 / 青医641,福士泌尿器科医院,〒030－0853,青森市金沢三丁目３１－１０,017-739-3633,福士　実,福士　実 / 新規 / 令4. 10. 1,平7. 10. 1,ひ　内　皮 / 現存,診療所,,,,,,,,,,,,,,

43.0,01-1643-0 / 青医643,ひがし整形外科リハビリテーションクリニック,〒030－0947,青森市浜館三丁目３－２７,017-741-4154,油川　研一,油川　研一 / 新規 / 令4. 10. 1,平7. 10. 1,整外　リハ　放 / 現存,診療所,,,,,,,,,,,,,,

44.0,01-1649-7 / 青医649,じん耳鼻咽喉科医院,〒038－0032,青森市里見二丁目９－１,0177-82-8733,神　均,神　均 / 新規 / 令5. 4. 15,平8. 4. 15,耳い / 現存,診療所,,,,,,,,,,,,,,

45.0,01-1650-5 / 青医650,髙屋医院,〒030－0861,青森市長島三丁目５－８,0177-76-2881,髙屋　善章,髙屋　善章 / 新規 / 令5. 3. 30,平8. 3. 30,内　胃　小 / 現存,診療所,,,,,,,,,,,,,,

46.0,01-1651-3 / 青医651,武山循環器科内科,〒030－0821,青森市勝田二丁目９－１３,017-734-0111,医療法人　絋泰会　理事長　武山　稔,武山　稔 / 新規 / 令5. 5. 1,平8. 5. 1,内　呼　胃　循 / 現存,診療所,,,,,,,,,,,,,,

47.0,01-1653-9 / 青医653,えびな脳神経クリニック,〒030－0845,青森市緑二丁目１－３,0177-35-3000,蛯名　国彦,蛯名　国彦 / 新規 / 令5. 7. 1,平8. 7. 1,脳外　神内　リハ　放 / 現存,診療所,,,,,,,,,,,,,,

48.0,01-1655-4 / 青医655,村林内科クリニック,〒038－0002,青森市沖館四丁目８－１７,017-782-0505,医療法人　燦秀会　理事長　村林　秀哉,村林　秀哉 / 新規 / 令5. 9. 1,平8. 9. 1 / 内　小,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,

49.0,01-1656-2 / 青医656,虹ヶ丘内科クリニック,〒030－0948,青森市虹ヶ丘一丁目３－１３,017-765-1177,工藤　育男,工藤　育男 / 新規 / 令5. 11. 1,平8. 11. 1,内科　循環器内科　消化器内科　血液内科 / 現存,診療所,,,,,,,,,,,,,,

50.0,01-1658-8 / 青医658,西部整形外科医院,〒038－0032,青森市里見二丁目１２－４１,017-766-8860,半田　哲人,半田　哲人 / 新規 / 令5. 12. 15,平8. 12. 15 / 整外　リハ　リウ　皮,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,

51.0,01-1661-2 / 青医661,医療法人　誠心会　田中産婦人科クリニック,〒030－0966,青森市花園一丁目７－１３,017-744-4103,医療法人　誠心会　理事長　田中　誠也,田中　誠也 / 新規 / 令6. 2. 1,平9. 2. 1,産婦　内 / 現存,診療所,,,,,,,,,,,,,,

52.0,01-1662-0 / 青医662,こたに　こどもクリニック,〒030－0947,青森市浜館三丁目４－７,0177-65-1188,小谷　健児,小谷　健児 / 新規 / 令6. 4. 1,平9. 4. 1,小 / 現存,診療所,,,,,,,,,,,,,,

53.0,01-1666-1 / 青医666,あきやま胃腸科内科クリニック,〒030－0965,青森市松森二丁目１０－２１,017-743-1199,秋山　昌弘,秋山　昌弘 / 新規 / 令6. 4. 15,平9. 4. 15,内　呼　胃　循　小 / 現存,診療所,,,,,,,,,,,,,,

54.0,01-1667-9 / 青医667,医療法人　いしだ医院,〒030－0966,青森市花園二丁目４３－２６,017-744-3300,医療法人　いしだ医院　理事長　石田　均,石田　均 / 新規 / 令6. 7. 1,平9. 7. 1,内　呼　消　循　小　皮 / 現存,診療所,,,,,,,,,,,,,,

55.0,01-1670-3 / 青医670,嶋中内科循環器科,〒030－0811,青森市青柳二丁目９－３８,017-775-2111,医療法人　明友会　理事長　嶋中　義人,嶋中　義人 / 組織変更 / 令6. 9. 1,平9. 9. 1,内　呼　循　小 / 現存,診療所,,,,,,,,,,,,,,

56.0,01-1671-1 / 青医671,まつもと内科・外科クリニック,〒038－0002,青森市沖館五丁目５－２６,017-783-3030,松本　香,松本　香 / 新規 / 令6. 9. 15,平9. 9. 15,内　外　消　こう　呼　循 / 現存,診療所,,,,,,,,,,,,,,

57.0,01-1672-9 / 青医672,ひでかず胃腸科内科,〒030－0852,青森市大字大野字前田７５－８９,017-762-1600,鈴木　秀和,鈴木　秀和 / 新規 / 令6. 10. 1,平9. 10. 1,内　胃　呼　循　小 / 現存,診療所,,,,,,,,,,,,,,

58.0,01-1673-7 / 青医673,駒井胃腸科内科,〒030－0947,青森市浜館四丁目１４－４,017-765-1500,駒井　一雄,駒井　一雄 / 新規 / 令6. 10. 1,平9. 10. 1,内　胃　小　循　呼　放 / 現存,診療所,,,,,,,,,,,,,,

59.0,01-1674-5 / 青医674,村岡整形外科クリニック,〒038－0002,青森市沖館三丁目１０－１１,017-761-1300,村岡　義隆,村岡　義隆 / 新規 / 令6. 10. 15,平9. 10. 15,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,,,,

60.0,01-1675-2 / 青医675,木村隆内科呼吸器科医院,〒038－0013,青森市久須志四丁目３－２８,017-761-1700,木村　隆,木村　隆 / 新規 / 令6. 10. 15,平9. 10. 15 / 内　呼　アレ　消,現存,診療所,,,,,,,,,,,,,,

61.0,01-1677-8 / 青医677,ファミリークリニック,〒030－0943,青森市大字幸畑字松元２０－５,017-728-7000,岩根　敏,岩根　敏 / 新規 / 令6. 11. 1,平9. 11. 1,内　胃　循　呼　小 / 現存,診療所,,,,,,,,,,,,,,

62.0,01-1681-0 / 青医681,まちだ内科クリニック,〒038－0058,青森市大字羽白字沢田３９－４,017-788-6688,医療法人　白鴎会　理事長　町田　光司,町田　光司 / 移動 / 令6. 11. 1,平9. 11. 1 / 内　胃　皮　小　こう　眼,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,

63.0,01-1687-7 / 青医687,北畠外科胃腸科医院,〒030－0812,青森市堤町二丁目１３－６,017-734-7500,医療法人　北翔会　理事長　北畠　滋郎,北畠　滋郎 / 移動 / 令4. 4. 1,平10. 4. 1,消　外　整外　こう　放　内 / 現存,診療所,,,,,,,,,,,,,,

64.0,01-1688-5 / 青医688,加藤内科循環器科,〒030－0853,青森市金沢四丁目４－１０,0177-35-7555,医療法人　加藤内科循環器科　理事長　加藤　正史,加藤　正史 / 組織変更 / 令4. 6. 1,平10. 6. 1,内　呼　消　循　小 / 現存,診療所,,,,,,,,,,,,,,

65.0,01-1689-3 / 青医689,社団法人慈恵会　青い森病院,〒030－0155,青森市大字大谷字山ノ内１６－３,017-729-3330,一般社団法人　慈恵会　理事長　丹野　智宙,川﨑　一隆 / 移動 / 令4. 6. 1,平10. 6. 1 / 精神    160 / 内　精,精神　　 / 現存,病院,,,,,,,,,,,,,,

66.0,01-1697-6 / 青医697,木村健一糖尿病・内分泌クリニック,〒030－0904,青森市茶屋町１３－９,0177-65-3100,木村　健一,木村　健一 / 新規 / 令4. 11. 15,平10. 11. 15,糖尿病内科　内分泌・代謝内科　内科　リウ / 現存,診療所,,,,,,,,,,,,,,

67.0,01-1698-4 / 青医698,脳神経外科内科　藤本クリニック,〒030－0852,青森市大字大野字片岡３４－３,017-729-1111,医療法人　柏葉会　理事長　藤本　俊一,藤本　俊一 / 新規 / 令4. 12. 1,平10. 12. 1,脳外　内　放 / 現存,診療所,,,,,,,,,,,,,,

68.0,01-1699-2 / 青医699,ＡＭＣクリニック,〒030－0801,青森市新町二丁目２－２２,017-722-9111,医療法人　三良会　理事長　村上　秀一,矢口　直 / 新規 / 令5. 1. 1,平11. 1. 1 / ひ　皮,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,

69.0,01-1702-4 / 青医702,新城胃腸科内科,〒038－0042,青森市大字新城字平岡１７５－２３,017-788-8551,齋藤　吉春,齋藤　吉春 / 新規 / 令5. 4. 1,平11. 4. 1,内　胃　循　呼　小 / 現存,診療所,,,,,,,,,,,,,,

70.0,01-1705-7 / 青医705,たかぎ皮膚科クリニック,〒038－0014,青森市西滝三丁目２７－１６,0177-82-3112,髙木　順之,髙木　順之 / 新規 / 令5. 4. 1,平11. 4. 1,皮 / 現存,診療所,,,,,,,,,,,,,,

71.0,01-1707-3 / 青医707,筒井小児科クリニック,〒030－0944,青森市大字筒井字八ッ橋３１－１０５,0177-64-2100,木村　義治,木村　義治 / 新規 / 令5. 5. 1,平11. 5. 1,小 / 現存,診療所,,,,,,,,,,,,,,

72.0,01-1709-9 / 青医709,降矢内科医院,〒030－0966,青森市花園一丁目１９－１,017-742-1836,降矢　太郎,降矢　太郎 / 交代 / 令5. 6. 15,平11. 6. 15,内　消 / 現存,診療所,,,,,,,,,,,,,,

73.0,01-1711-5 / 青医711,とよあきクリニック,〒030－0843,青森市浜田二丁目１５番地５,017-762-3100,佐々木　豊明,佐々木　豊明 / 新規 / 令5. 10. 15,平11. 10. 15 / 外　内　胃　整外　こう,一般　　     12 / 現存,診療所,,,,,,,,,,,,,,

74.0,01-1713-1 / 青医713,山上きよし眼科,〒030－0813,青森市松原三丁目９－５２,017-721-1160,山上　潔,山上　潔 / 新規 / 令5. 11. 15,平11. 11. 15 / 眼,一般　　        / 現存,診療所,,,,,,,,,,,,,,

75.0,01-1714-9 / 青医714,青森クリニック,〒038－0011,青森市篠田一丁目９－１１,017-783-2222,畠山　隆,畠山　隆 / 新規 / 令5. 12. 1,平11. 12. 1 / 内　神内　呼　リハ　放,一般　　      9 / 現存,診療所,,,,,,,,,,,,,,

76.0,01-1727-1 / 青医727,菊田クリニック,〒030－0801,青森市新町二丁目８－２８,017-721-3313,菊田　英夫,菊田　英夫 / 新規 / 令6. 11. 1,平12. 11. 1,内　外 / 現存,診療所,,,,,,,,,,,,,,

77.0,01-1729-7 / 青医729,三上心療内科・内科医院,〒030－0931,青森市大字平新田字池上３６－２,017-737-0120,三上　一治,三上　一治 / 新規 / 令7. 1. 15,平13. 1. 15,精　内　心内 / 現存,診療所,,,,,,,,,,,,,,

78.0,01-1732-1 / 青医732,みどり心療内科クリニック,〒030－0845,青森市緑二丁目１５－９,017-721-3300,梨田　忠良,梨田　忠良 / 新規 / 令7. 4. 1,平13. 4. 1,精　心内 / 現存,診療所,,,,,,,,,,,,,,

79.0,01-1733-9 / 青医733,三上雅人クリニック,〒038－0015,青森市千刈二丁目７－１８,017-761-6655,三上　雅人,三上　雅人 / 新規 / 令7. 5. 1,平13. 5. 1,内　循　小　呼 / 現存,診療所,,,,,,,,,,,,,,

80.0,01-1734-7 / 青医734,青い海公園クリニック,〒030－0803,青森市安方一丁目１０３－２,017-721-1111,医療法人　三良会　理事長　村上　秀一,村上　信子 / 新規 / 令元. 8. 1,平13. 8. 1 / 一般     19 / 内科　腎臓内科　神内,一般　　 / 現存,診療所,,,,,,,,,,,,,,

81.0,01-1738-8 / 青医738,小堀眼科,〒030－0963,青森市中佃二丁目７－３４,017-765-1414,小堀　和子,小堀　和子 / 新規 / 令2. 4. 15,平14. 4. 15,眼 / 現存,診療所,,,,,,,,,,,,,,

82.0,01-1739-6 / 青医739,すとう小児科クリニック,〒038－0006,青森市三好一丁目８－２,017-761-2300,須藤　善雅,須藤　善雅 / 新規 / 令2. 4. 15,平14. 4. 15,小　アレ / 現存,診療所,,,,,,,,,,,,,,

83.0,01-1740-4 / 青医740,福士胃腸科循環器科医院,〒030－0854,青森市千富町１－４－１６,017-776-4558,福士　道夫,福士　道夫 / 交代 / 令2. 4. 1,平14. 4. 1 / 療養 / 胃　循　内,一般　　        / 現存,診療所,,,,,,,,,,,,,,

84.0,01-1742-0 / 青医742,ふじた耳鼻咽喉科クリニック,〒038－0058,青森市羽白字沢田４９－１,017-763-3387,藤田　猛志,藤田　猛志 / 新規 / 令2. 5. 15,平14. 5. 15,耳い / 現存,診療所,,,,,,,,,,,,,,

85.0,01-1743-8 / 青医743,こころのケアセンターふよう,〒030－0133,青森市雲谷字山吹９３－１,017-738-2214,医療法人　芙蓉会　理事長　村上　拓也,村上　拓也 / 新規 / 令2. 7. 1,平14. 7. 1 / 精神　　    290 / 精神科　児童精神科　老年精神科　内　心内,療養　　     51 / 現存,病院,,,,,,,,,,,,,,

86.0,01-1744-6 / 青医744,井上整形外科,〒038－0003,青森市石江字江渡３７－７,017-761-5522,井上　貞宏,井上　貞宏 / 新規 / 令2. 7. 1,平14. 7. 1,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,,,,

87.0,01-1745-3 / 青医745,川口内科,〒030－0847,青森市東大野一丁目８番地４,017-762-5252,川口　均,川口　均 / 新規 / 令2. 10. 15,平14. 10. 15 / 一般      6 / 内科　消化器内科,一般　　 / 現存,診療所,,,,,,,,,,,,,,

88.0,01-1747-9 / 青医747,斉藤内科県庁前クリニック,〒030－0861,青森市長島二丁目３－４,017-731-3110,齊藤　大太,齊藤　大太 / 新規 / 令2. 12. 15,平14. 12. 15,循　呼　消　小　放 / 現存,診療所,,,,,,,,,,,,,,

89.0,01-1748-7 / 青医748,佐々木胃腸科内科,〒030－0914,青森市岡造道二丁目２番２５号,017-741-1155,医療法人　佐々木胃腸科内科　理事長　佐々木　義雄,佐々木　義雄 / 組織変更 / 令3. 1. 1,平15. 1. 1,胃　内　呼　循　小 / 現存,診療所,,,,,,,,,,,,,,

90.0,01-1751-1 / 青医751,一般社団法人青森精神医学研究所附属　浅虫温泉病院,〒039－3501,青森市浅虫字内野２７－２,017-752-3004,一般社団法人　青森精神医学研究所　理事長　横山　北斗,川合　久生 / 移動 / 令3. 4. 1,平15. 4. 1 / 精神    198 / 精　心内　内,精神　　 / 現存,病院,,,,,,,,,,,,,,

91.0,01-1753-7 / 青医753,ゆきた内科クリニック,〒030－0813,青森市松原一丁目５－１４,017-775-6650,雪田　知孝,雪田　知孝 / 新規 / 令3. 5. 1,平15. 5. 1,内科　胃腸内科　循環器内科　呼内 / 現存,診療所,,,,,,,,,,,,,,

92.0,01-1755-2 / 青医755,医療法人　マルモ．盛ハート・クリニック,〒030－0841,青森市奥野一丁目１－９,017-777-7060,医療法人　マルモ．　理事長　盛　勇造,盛　勇造 / 組織変更 / 令3. 11. 1,平15. 11. 1,循環器内科　呼内　内 / 現存,診療所,,,,,,,,,,,,,,

93.0,01-1756-0 / 青医756,社会福祉法人敬仁会　青森敬仁会病院,〒039－3502,青森市久栗坂字山辺８９－１０,017-737-5566,社会福祉法人敬仁会　理事長　丹野　智宙,曽我　須直 / 新規 / 令3. 12. 1,平15. 12. 1 / 内　整外　リハ,療養　　    120 / 現存,病院,,,,,,,,,,,,,,

94.0,01-1757-8 / 青医757,協立クリニック,〒030－0847,青森市東大野二丁目２番地２,017-762-5511,青森保健生活協同組合　理事長　横田　祐介,磯島　寿人 / 新規 / 令4. 3. 1,平16. 3. 1,内科　緩和医療内科　消　循　呼　神内　リハ　産婦　精　心内　整外　ひ / 現存,診療所,,,,,,,,,,,,,,

