id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24

20.0,131950.0,桑名歯科医院,〒960－8032,福島市陣場町７－１６,024-522-4346,桑名　寿一,桑名　寿一 / 移動 / 令4. 9. 4,平元. 9. 4,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

21.0,131984.0,渡辺歯科,〒960－8254,福島市南沢又字桜内４－５,024-558-8880,渡邊　一成,渡邊　一成 / 新規 / 令5. 9. 1,平2. 4. 2,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

22.0,131992.0,大橋歯科,〒960－0241,福島市笹谷字出歩３－６,024-557-0110,大橋　日出雄,大橋　日出雄 / 新規 / 令5. 9. 1,平2. 6. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

23.0,132040.0,高橋歯科医院,〒960－8068,福島市太田町３４－３,024-536-3131,高橋　達也,高橋　達也 / 新規 / 令5. 12. 1,平2. 12. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

24.0,132057.0,片平歯科医院,〒960－1108,福島市成川字後田１０－４,024-545-7288,片平　堅,片平　堅 / 新規 / 令6. 1. 5,平3. 1. 5,歯 / 現存,診療所,,,,,,,,,,,,,,

25.0,132073.0,五十嵐歯科クリニック,〒960－8166,福島市仁井田字石塚３６－１,024-545-9336,五十嵐　稔,五十嵐　稔 / 新規 / 令6. 6. 4,平3. 6. 4,歯 / 現存,診療所,,,,,,,,,,,,,,

26.0,132123.0,かたひら歯科医院,〒960－0101,福島市瀬上町字論田２５－１８,024-554-2277,片平　昌平,片平　昌平 / 新規 / 令4. 4. 1,平4. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

27.0,132131.0,大笹生歯科医院,〒960－0251,福島市大笹生字中ノ内３８－１,024-557-6556,佐藤　克,佐藤　克 / 新規 / 令4. 4. 17,平4. 4. 17,歯 / 現存,診療所,,,,,,,,,,,,,,

28.0,132164.0,植木歯科医院,〒960－1241,福島市松川町字南諏訪原７８－２,024-567-5502,植木　禎弘,植木　禎弘 / 新規 / 令4. 5. 1,平4. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

29.0,132172.0,桃井歯科クリニック,〒960－8254,福島市南沢又字高木４－４,024-558-3719,桃井　宏和,桃井　宏和 / 新規 / 令4. 6. 1,平4. 6. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

30.0,132206.0,医療法人　社団共生会　かんの歯科医院,〒960－8204,福島市岡部字大蔵１８－１,024-533-7888,医療法人社団共生会　理事長　菅野　昭彦,菅野　昭彦 / 組織変更 / 令4. 10. 1,平4. 10. 1,歯　矯歯　小歯　口腔外科 / 現存,診療所,,,,,,,,,,,,,,

31.0,132222.0,なかがわ歯科医院,〒960－0231,福島市飯坂町平野字西海枝９－１,024-543-1818,中川　亨,中川　亨 / 新規 / 令5. 9. 1,平5. 4. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

32.0,132248.0,富岡歯科医院,〒960－0101,福島市瀬上町字四斗蒔１２－２,024-553-3528,富岡　寛美,富岡　寛美 / 交代 / 令5. 9. 1,平5. 7. 6,歯 / 現存,診療所,,,,,,,,,,,,,,

33.0,132255.0,くわな歯科クリニック,〒960－8254,福島市南沢又字清水端５２,024-559-0984,桑名　利直,桑名　利直 / 新規 / 令5. 10. 1,平5. 10. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

34.0,132297.0,大桶歯科医院,〒960－8031,福島市栄町７－２３,024-521-3231,医療法人　大桶歯科医院　理事長　大桶　志延,大桶　志延 / 組織変更 / 令6. 4. 1,平6. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

35.0,132305.0,こうじ歯科医院,〒960－0111,福島市丸子字東前２－６,024-554-4118,菅野　宏治,菅野　宏治 / 新規 / 令3. 12. 1,平6. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

36.0,132321.0,おの歯科医院,〒960－2156,福島市荒井辻下８－９,024-593-0777,小野　立,小野　立 / 新規 / 令4. 1. 1,平7. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

37.0,132339.0,医療法人　佐川歯科医院,〒960－0231,福島市飯坂町平野字谷地田１－６７,024-542-2174,医療法人　佐川歯科医院　理事長　佐川　浩,佐川　浩 / 組織変更 / 令4. 4. 1,平7. 4. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

38.0,132362.0,渋谷歯科医院,〒960－8141,福島市渡利字番匠町９２,024-522-6479,渋谷　治,渋谷　治 / 新規 / 令4. 7. 1,平7. 7. 1,歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

39.0,132370.0,赤塚歯科クリニック,〒960－8031,福島市栄町６－６　ユニックスビル２Ｆ,024-522-6876,赤塚　秀樹,赤塚　秀樹 / 新規 / 令4. 9. 1,平7. 9. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

40.0,132388.0,みやけ歯科クリニック,〒960－8002,福島市森合町１５－５,024-533-1150,医療法人　みやけ歯科医科ケア　理事長　三宅　一永,三宅　一永 / 組織変更 / 令4. 10. 1,平7. 10. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

41.0,132396.0,おおうち歯科医院,〒960－8204,福島市岡部字花房７４－１,024-531-6474,大内　治,大内　治 / 新規 / 令4. 11. 1,平7. 11. 1,歯　歯外　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

42.0,132438.0,沼崎歯科医院,〒960－8113,福島市旭町９－２７　片平ビル２Ｆ,024-531-9300,沼崎　浩之,沼崎　浩之 / 新規 / 令5. 11. 1,平8. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

43.0,132446.0,原田歯科医院,〒960－2155,福島市上名倉字田中２７－５,024-593-0418,原田　政広,原田　政広 / 新規 / 令6. 5. 1,平9. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

44.0,132495.0,医療法人創仁会　つじ歯科医院,〒960－2156,福島市荒井字弁天前１７－１,024-594-2600,医療法人創仁会　理事長　辻　満,辻　満 / 新規 / 令4. 2. 1,平10. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

45.0,132503.0,大森歯科クリニック,〒960－1101,福島市大森字高畑２５ー３,024-545-2044,医療法人　大森歯科クリニック　理事長　鈴木　正,鈴木　正 / 組織変更 / 令4. 4. 1,平10. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

46.0,132537.0,福島市休日救急歯科診療所,〒960－8002,福島市森合町１０ー１,024-525-7673,福島市長　木幡　浩,山口　晴彦 / 新規 / 令4. 10. 1,平10. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

47.0,132602.0,尾形歯科医院,〒960－8001,福島市天神町７－１７,024-534-8181,尾形　牧夫,尾形　牧夫 / 新規 / 令5. 9. 1,平11. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

48.0,132610.0,中江デンタルクリニック,〒960－8141,福島市渡利字中江町５０－７,024-521-2727,山口　晴彦,山口　晴彦 / 交代 / 令5. 10. 1,平11. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

49.0,132628.0,金谷川歯科医院,〒960－1244,福島市松川町関谷字大窪３７,024-547-3773,三浦　勝彦,三浦　勝彦 / 新規 / 令5. 10. 1,平11. 10. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

50.0,132636.0,宍戸歯科クリニック,〒960－2156,福島市荒井字庚申下２２－１１,024-593-3933,宍戸　富美,宍戸　富美 / 交代 / 令5. 12. 6,平11. 12. 6,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

51.0,132651.0,高橋歯科クリニック,〒960－0112,福島市南矢野目字中屋敷５３－５,024-555-3833,高橋　善男,高橋　善男 / 新規 / 令6. 4. 1,平12. 4. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

52.0,132669.0,けやき歯科医院,〒960－8253,福島市泉字堀之内１０－２,024-555-3922,内藤　秀明,内藤　秀明 / 新規 / 令6. 5. 1,平12. 5. 1,歯　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

53.0,132685.0,松川歯科医院,〒960－1241,福島市松川町字本町４０－３,024-567-4185,宮﨑　賢一,宮﨑　賢一 / 新規 / 令6. 6. 1,平12. 6. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

54.0,132701.0,佐藤歯科医院,〒960－8141,福島市渡利字馬場町３２－１,024-521-5408,佐藤　充,佐藤　充 / 交代 / 令6. 7. 14,平12. 7. 14,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

55.0,132719.0,すがいデンタルクリニック,〒960－8056,福島市八島田字琵琶渕８２,024-555-5080,菅井　秀樹,菅井　秀樹 / 新規 / 令6. 10. 1,平12. 10. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

56.0,132743.0,ターミナルデンタルクリニック,〒960－8031,福島市栄町４１－１西口ショッピングセンター内,024-526-3858,峯田　拓治,峯田　拓治 / 交代 / 令7. 6. 1,平13. 6. 1,歯　矯歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

57.0,132768.0,ささきの歯科医院,〒960－8057,福島市笹木野中小屋６－１１,024-555-3711,鈴木　学,鈴木　学 / 新規 / 令元. 11. 1,平13. 11. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

58.0,132776.0,かさはら歯科,〒960－0111,福島市丸子字町頭１９－３,024-554-4848,笠原　一朗,笠原　一朗 / 移動 / 令元. 12. 1,平13. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

59.0,132792.0,こしのはま歯科クリニック,〒960－8135,福島市腰浜町７－１,024-515-1048,皆良田　佐知子,皆良田　佐知子 / 新規 / 令2. 4. 1,平14. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

60.0,132834.0,佐藤歯科医院,〒960－8044,福島市早稲町８ー１３,024-522-4571,佐藤　司,佐藤　司 / 交代 / 令3. 1. 1,平15. 1. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

61.0,132842.0,おぐらじ歯科医院,〒960－8142,福島市小倉寺字敷ヶ森３０－３,024-521-5123,高橋　嘉章,高橋　嘉章 / 交代 / 令3. 2. 1,平15. 2. 1,歯　小歯　矯歯　歯外　臨床研修歯科医 / 現存,診療所,,,,,,,,,,,,,,

62.0,132917.0,たちばなデンタルクリニック,〒960－0116,福島市宮代字段ノ腰８２－１,024-553-0188,橘　訓慶,橘　訓慶 / 新規 / 令4. 1. 13,平16. 1. 13,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,

63.0,132933.0,松北歯科クリニック,〒960－8251,福島市北沢又字外新田１７－１,024-555-3555,医療法人　松北歯科クリニック　理事長　本間　英孝,本間　英孝 / 組織変更 / 令4. 4. 1,平16. 4. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

64.0,132941.0,郷野目かおる歯科クリニック,〒960－8161,福島市郷野目字上２,024-546-6405,齋藤　薫,齋藤　薫 / 新規 / 令4. 5. 1,平16. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

65.0,132958.0,おやま歯科医院,〒960－8252,福島市御山字上谷地１２－３,024-535-8020,阿部　恵美,阿部　恵美 / 新規 / 令4. 7. 6,平16. 7. 6,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

66.0,132974.0,医療法人腎済会　佐久間デンタルクリニック,〒960－8003,福島市森合字屋敷中１５－１,024-555-6857,医療法人腎済会　理事長　佐久間　隆,佐久間　隆章 / 新規 / 令5. 9. 1,平17. 4. 2,歯 / 現存,診療所,,,,,,,,,,,,,,

67.0,132982.0,ホワイト歯科クリニック,〒960－8043,福島市中町１－１２サンライズ中町ビルＢ棟２階,024-521-3262,鈴木　潤一,鈴木　潤一 / 移動 / 令5. 9. 1,平17. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

68.0,133048.0,あぶくま歯科,〒960－8142,福島市小倉寺字神ノ前４－６,024-526-4707,医療法人社団　福島福寿会　理事長　田中　順,田中　順 / 新規 / 令6. 2. 1,平18. 2. 1,歯　矯歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

69.0,133071.0,吉倉歯科クリニック,〒960－8165,福島市吉倉字八幡３６－４,024-545-3566,渡辺　健志,渡辺　健志 / 新規 / 令6. 11. 11,平18. 11. 11,歯 / 現存,診療所,,,,,,,,,,,,,,

70.0,133089.0,藤井歯科医院,〒960－8153,福島市黒岩字堂ノ後７１－２,024-573-8110,藤井　誠一,藤井　誠一 / 新規 / 令6. 12. 3,平18. 12. 3,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

71.0,133113.0,黒江歯科医院,〒960－1101,福島市大森字北滝ノ前２４－４,024-563-6686,黒江　崇,黒江　崇 / 新規 / 令元. 7. 1,平19. 7. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

72.0,133121.0,海野歯科医院,〒960－8131,福島市北五老内町８－５,024-534-5706,海野　仁,海野　仁 / 新規 / 令2. 2. 12,平20. 2. 12,歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

73.0,133154.0,府野歯科医院,〒960－1304,福島市飯野町大久保字境川５０,024-562-4182,府野　和夫,府野　和夫 / 新規 / 令5. 11. 2,昭62. 11. 2,歯 / 現存,診療所,,,,,,,,,,,,,,

74.0,133162.0,飯久保歯科医院,〒960－1301,福島市飯野町字町５０,024-562-2101,石原　健,石原　健 / 交代 / 令3. 3. 24,平15. 3. 24,歯 / 現存,診療所,,,,,,,,,,,,,,

75.0,133170.0,小笠原歯科クリニック,〒960－8157,福島市蓬莱町４－１－１,024-548-2585,小笠原　良子,小笠原　良子 / 移動 / 令2. 5. 13,平20. 5. 13,歯 / 現存,診療所,,,,,,,,,,,,,,

76.0,133188.0,勢島歯科八島田クリニック,〒960－8056,福島市八島田字中干損田５－１,024-559-1234,勢島　尚,勢島　尚 / 新規 / 令3. 4. 1,平21. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

77.0,133196.0,よしだ歯科クリニック,〒960－8033,福島市万世町３－３６,024-535-0038,吉田　晃,吉田　晃 / 新規 / 令3. 4. 1,平21. 4. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

78.0,133204.0,五十嵐歯科医院,〒960－0101,福島市瀬上町字本町３８,024-553-1626,五十嵐　徹,五十嵐　徹 / 交代 / 令3. 4. 1,平21. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

79.0,133246.0,いいくぼ歯科,〒960－8254,福島市南沢又下番匠田１８の６,024-557-3031,飯久保　美穂,飯久保　美穂 / 交代 / 令3. 9. 5,平21. 9. 5,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

80.0,133261.0,もみの木歯科,〒960－0112,福島市南矢野目字境田１１－３,024-555-1170,医療法人もみの木会　理事長　力丸　尚,力丸　尚 / 組織変更 / 令4. 4. 1,平22. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

81.0,133279.0,太平寺歯科クリニック,〒960－8151,福島市太平寺字町ノ内４３－２,024-545-1319,山口　正範,山口　正範 / 移動 / 令4. 4. 16,平22. 4. 16,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,

82.0,133287.0,みかわだい歯科小児歯科,〒960－8055,福島市野田町１－１４－８１,024-534-4904,佐藤　万穂,佐藤　万穂 / 交代 / 令4. 5. 1,平22. 5. 1,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

83.0,133295.0,つげ歯科クリニック,〒960－2263,福島市二子塚字前林２０－２,024-573-6822,柘植　健至,柘植　健至 / 新規 / 令4. 8. 1,平22. 8. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,

84.0,133337.0,末永歯科医院,〒960－0241,福島市笹谷字中屋敷１３－１０,024-555-6850,医療法人　末永歯科医院　理事長　末永　弘卓,末永　弘卓 / 組織変更 / 令5. 3. 1,平23. 3. 1,歯　小歯　歯外　矯歯 / 現存,診療所,,,,,,,,,,,,,,

85.0,133352.0,医療法人　社団　新妻歯科医院,〒960－2261,福島市町庭坂字長林１７－２,024-573-8816,医療法人社団　新妻歯科医院　理事長　新妻　俊商,新妻　俊商 / 移動 / 令5. 8. 1,平23. 8. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

86.0,133360.0,フォレスト歯科医院,〒960－1101,福島市大森字街道下１２－７,024-546-3810,高橋　世紀,高橋　世紀 / 移動 / 令5. 9. 1,平23. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

87.0,133402.0,医療法人　こわた歯科医院,〒960－0112,福島市南矢野目字道下４３－３,024-573-7824,医療法人　こわた歯科医院　理事長　木幡　瑞秋,木幡　瑞秋 / 新規 / 令7. 2. 1,平25. 2. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

88.0,133410.0,おかだ歯科医院,〒960－1101,福島市大森字本町裏１０－１,024-545-7216,岡田　諭,岡田　諭 / 新規 / 令2. 4. 1,平26. 4. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

89.0,133428.0,秋田歯科医院,〒960－0241,福島市笹谷字中谷地８－１,024-557-0179,秋田　岳志,秋田　岳志 / 交代 / 令2. 4. 1,平26. 4. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

90.0,133444.0,誉田歯科診療所,〒960－8114,福島市松浪町６－２４,024-534-7755,医療法人　雄朋会　理事長　誉田　雄司,誉田　雄司 / 組織変更 / 令2. 5. 1,平26. 5. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

91.0,133451.0,医療法人明隆会遠藤歯科口腔外科クリニック,〒960－8071,福島市東中央一丁目１５番地６,024-526-3333,医療法人　明隆会　理事長　遠藤　義隆,遠藤　義隆 / 組織変更 / 令2. 10. 1,平26. 10. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

92.0,133477.0,大森たぐち歯科クリニック,〒960－1101,福島市大森字中町１６－５,024-572-6700,田口　圭介,田口　圭介 / 新規 / 令3. 4. 1,平27. 4. 1,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,

93.0,133485.0,レオ歯科医院,〒960－8221,福島市北中川原３６－４,024-572-7531,土屋　令雄,土屋　令雄 / 新規 / 令3. 6. 22,平27. 6. 22,歯　歯外　小歯 / 現存,診療所,,,,,,,,,,,,,,

94.0,133519.0,まり歯科クリニック,〒960－8131,福島市北五老内町６－１０,024-529-6487,医療法人真和会　理事長　中村　真理,中村　真理 / 移動 / 令4. 10. 1,平28. 10. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

95.0,133535.0,スリープ歯科　福島院,〒960－8102,福島市北町４番５号,024-572-6381,医療法人賢博会　理事長　田中　絵里,田中　絵里 / 組織変更 / 令5. 1. 1,平29. 1. 1,歯　矯歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

96.0,133568.0,ホームデンタルクリニック,〒960－8164,福島市八木田字神明４２－２,024-597-8520,日高　徹也,日高　徹也 / 新規 / 令5. 4. 5,平29. 4. 5,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

97.0,133576.0,しらかば歯科クリニック,〒960－8252,福島市御山字清水尻１－１６　２Ｆ,024-572-7206,菅野　寿,菅野　寿 / 新規 / 令5. 4. 17,平29. 4. 17,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

98.0,133618.0,ファミリア歯科,〒960－1101,福島市大森字北島２９番地１,024-573-0417,医療法人ファミリア歯科　理事長　阿部　俊輔,阿部　俊輔 / 組織変更 / 令5. 11. 1,平29. 11. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

99.0,133642.0,あい歯科医院,〒960－1101,福島市大森字赤沢６０の２,024-545-2627,吉川　時子,吉川　時子 / 交代 / 令6. 6. 7,平30. 6. 7,歯　小歯 / 現存,診療所,,,,,,,,,,,,,,

100.0,133659.0,本内たかはし歯科,〒960－0103,福島市本内字上台３１の１,024-553-5577,高橋　暁,高橋　暁 / 新規 / 令6. 10. 1,平30. 10. 1,歯　小歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

101.0,133667.0,医療法人　祥義会　福島訪問歯科医院,〒960－8152,福島市鳥谷野字梅ノ木内２９－３,024-573-2205,医療法人　祥義会　理事長　井上　義郎,福山　完 / 組織変更 / 令6. 12. 1,平30. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

102.0,133683.0,入江歯科医院,〒960－8163,福島市方木田字古川５－１,024-545-6730,大槻　亜希,大槻　亜希 / 交代 / 令元. 9. 1,令元. 9. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

103.0,133709.0,マーク歯科クリニック,〒960－8141,福島市渡利字沖町１００番地の３,024-573-9917,落合　政幸,落合　政幸 / 新規 / 令元. 12. 1,令元. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

104.0,133717.0,まえだ歯科クリニック,〒960－0113,福島市北矢野目字戸ノ内１番地の３,024-552-6330,医療法人ＭＤＣ　理事長　前田　雅寛,前田　雅寛 / 組織変更 / 令元. 12. 1,令元. 12. 1,歯 / 現存,診療所,,,,,,,,,,,,,,

105.0,133725.0,医療法人陽雄会サンデンタルクリニック,〒960－0113,福島市北矢野目字檀ノ腰１２番地の５,024-554-5460,医療法人　陽雄会　理事長　佐藤　喜久雄,佐藤　陽介 / 新規 / 令2. 5. 1,令2. 5. 1,歯科　歯科口腔外科　小児歯科　矯正歯科 / 現存,診療所,,,,,,,,,,,,,,

106.0,133733.0,菊地歯科医院,〒960－8032,福島市陣場町９－２１,024-533-2061,菊地　静一郎,菊地　静一郎 / 交代 / 令2. 4. 1,令2. 4. 1,歯　歯外 / 現存,診療所,,,,,,,,,,,,,,

107.0,133741.0,ひぐち矯正歯科,〒960－8034,福島市置賜町７－６アルプスビル４階,024-521-3600,医療法人ひぐち矯正歯科　理事長　樋口　育伸,樋口　育伸 / 新規 / 令2. 9. 1,令2. 9. 1,矯正歯科 / 現存,診療所,,,,,,,,,,,,,,

108.0,133766.0,三浦歯科医院,〒960－8057,福島市笹木野字町東３－１,024-559-0597,六角　玲奈,六角　玲奈 / 交代 / 令2. 12. 28,令2. 12. 28,歯科 / 現存,診療所,,,,,,,,,,,,,,

109.0,133774.0,佐久間歯科診療所,〒960－2101,福島市さくら２－５－１８,024-593-0829,佐久間　元臣,佐久間　元臣 / 交代 / 令3. 9. 18,令3. 9. 18,歯 / 現存,診療所,,,,,,,,,,,,,,

110.0,133782.0,ひぐち歯科医院,〒960－0201,福島市飯坂町字笠松２３番地２,024-542-0648,医療法人　ひぐち歯科医院　理事長　樋口　昌男,樋口　昌男 / 組織変更 / 令3. 11. 1,令3. 11. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

111.0,133790.0,ナチュール歯科,〒960－8132,福島市東浜町５番１２号,024-533-3313,医療法人　ナチュール歯科　理事長　高野　清史,高野　清史 / 組織変更 / 令4. 4. 1,令4. 4. 1,歯　歯外　小歯　矯歯 / 現存,診療所,,,,,,,,,,,,,,

