id,code,name,prefecture,address,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24

6.0,01-1106.0-4 / 山医179,社会医療法人二本松会山形さくら町病院,〒990－0045,山形市桜町２－７５,023-631-2315,社会医療法人二本松会　理事長　峯田　武興,江口　拓也 / 新規 / 令6. 9. 1,昭42. 9. 1 / 精　心内,精神　　    339 / 現存,病院,,,,,,,,,,,

7.0,01-1123.0-9 / 山医200,社会医療法人松柏会　至誠堂総合病院,〒990－0045,山形市桜町７－４４,023-622-7181,社会医療法人松柏会　理事長　中島　幸裕,小林　真司 / 新規 / 令6. 5. 1,昭45. 5. 1 / 内　呼　消　循　脳内　外　整外　婦　リハ　放　リウ　糖尿病内科　　緩和ケア内科,一般　　    199 / 現存,病院,,,,,,,,,,,

8.0,01-1124.0-7 / 山医201,医療法人社団小白川至誠堂病院,〒990－0034,山形市東原町一丁目１２番２６号,023-641-6075,医療法人社団小白川至誠堂病院　理事長　松澤　克典,大江　正敏 / 新規 / 令6. 5. 1,昭45. 5. 1 / 療養　　     99 / 内　循　呼内　消　外　こう　消化器外科　心外　リハ　麻　脳外,一般　　     46 / 現存,病院,,,,,,,,,,,

9.0,01-1176.0-7 / 山医254,山形県職員診療所,〒990－8570,山形市松波２－８－１,023-630-3005,地方職員共済組合　山形県支部長,小川　俊一 / 新規 / 令5. 9. 5,昭50. 9. 5,内 / 現存,診療所,,,,,,,,,,,

10.0,01-1198.0-1 / 山医276,公益財団法人やまがた健康推進機構山形検診センター,〒990－9581,山形市蔵王成沢字向久保田２２２０,023-688-6511,公益財団法人やまがた健康推進機構　理事長　中目　千之,武田　弘明 / 新規 / 令6. 5. 1,昭54. 5. 1,内　婦 / 現存,診療所,,,,,,,,,,,

11.0,01-1240.0-1 / 山医312,鈴木外科胃腸科医院,〒990－0042,山形市七日町４－４－７,023-623-1966,鈴木　清夫,鈴木　清夫 / 新規 / 令4. 4. 1,昭58. 4. 1,外　乳腺外科　胃腸内科　内　肛門外科　整外 / 現存,診療所,,,,,,,,,,,

12.0,01-1245.0-0 / 山医316,長岡医院,〒990－0042,山形市七日町４－５－２０,023-622-1191,長岡　弥一郎,長岡　弥一郎 / 新規 / 令4. 12. 15,昭58. 12. 15 / 内　消　循　糖尿病内科,一般　　      1 / 現存,診療所,,,,,,,,,,,

13.0,01-1252.0-6 / 山医323,中島眼科医院,〒990－0833,山形市春日町８－３０,023-643-5515,中島　久雄,中島　久雄 / 新規 / 令4. 11. 15,昭61. 11. 15,眼 / 現存,診療所,,,,,,,,,,,

14.0,01-1273.0-2 / 山医344,高橋胃腸科内科医院飯塚診療所,〒990－0845,山形市飯塚町字中道北４４８－３,023-643-5575,医療法人社団高橋胃腸科内科医院　理事長　高橋　邦之,高橋　邦之 / 新規 / 令4. 4. 1,平元. 4. 1,胃　内 / 現存,診療所,,,,,,,,,,,

15.0,01-1274.0-0 / 山医345,加賀山医院,〒990－2441,山形市南一番町５－２６,023-631-1171,医療法人社団桃李会　理事長　篠田　敏男,篠田　敏男 / 新規 / 令4. 4. 1,平元. 4. 1,心内　内　精 / 現存,診療所,,,,,,,,,,,

16.0,01-1276.0-5 / 山医347,大島医院,〒990－2321,山形市桜田西４－１－１４,023-641-6419,医療法人社団悠愛会　理事長　大島　扶美,大島　扶美 / 新規 / 令4. 4. 1,平元. 4. 1,内　神内　整外　放　リハ / 現存,診療所,,,,,,,,,,,

17.0,01-1277.0-3 / 山医348,堀米医院,〒990－0044,山形市木の実町７－４,023-632-3939,医療法人社団慈杏会　理事長　堀米　亨,堀米　亨 / 新規 / 令4. 4. 1,平元. 4. 1,ひ　皮 / 現存,診療所,,,,,,,,,,,

18.0,01-1278.0-1 / 山医349,佐藤眼科医院,〒990－2493,山形市美畑町１１－１１,023-622-3711,医療法人社団泰道会　理事長　佐藤　泰司,佐藤　泰司 / 新規 / 令4. 4. 1,平元. 4. 1 / 眼,一般　　      6 / 現存,診療所,,,,,,,,,,,

19.0,01-1280.0-7 / 山医351,土屋眼科医院,〒990－0042,山形市七日町３－５－７,023-631-3005,土屋　義明,土屋　義明 / 新規 / 令4. 7. 1,平元. 7. 1 / 眼,一般　　      5 / 現存,診療所,,,,,,,,,,,

20.0,01-1285.0-6 / 山医357,医療法人音山医院,〒990－0036,山形市三日町１－２－７,023-631-4190,医療法人音山医院　理事長　音山　和宣,音山　和宣 / 新規 / 令4. 10. 1,平元. 10. 1,皮　ひ　性 / 現存,診療所,,,,,,,,,,,

21.0,01-1287.0-2 / 山医359,医療法人長嶋医院,〒990－0032,山形市小姓町３－１０,023-641-4166,医療法人長嶋医院　理事長　長嶋　隆一,長嶋　隆一 / 新規 / 令4. 10. 1,平元. 10. 1,胃　内 / 現存,診療所,,,,,,,,,,,

22.0,01-1294.0-8 / 山医366,大野目クリニック,〒990－0073,山形市大野目三丁目６番２２号,023-625-8611,横山　和則,横山　和則 / 新規 / 令5. 4. 2,平2. 4. 2,内　循　心外 / 現存,診療所,,,,,,,,,,,

23.0,01-1295.0-5 / 山医367,斯波医院,〒990－0057,山形市宮町五丁目４番２８号,023-622-0022,医療法人社団斯波医院　理事長　斯波　忠彦,熱田　明子 / 新規 / 令5. 4. 1,平2. 4. 1,内　呼　アレ / 現存,診療所,,,,,,,,,,,

24.0,01-1296.0-3 / 山医368,小松医院,〒990－0811,山形市長町１－４－１,023-684-1360,医療法人社団一歩会　理事長　小松　信明,小松　信明 / 新規 / 令5. 4. 1,平2. 4. 1,心内　内　精 / 現存,診療所,,,,,,,,,,,

25.0,01-1301.0-1 / 山医373,橘医院,〒990－0831,山形市西田四丁目９番１６号,023-645-4265,医療法人橘会　理事長　橘　英忠,橘　英忠 / 新規 / 令5. 4. 1,平2. 4. 1,内　胃　循 / 現存,診療所,,,,,,,,,,,

26.0,01-1303.0-7 / 山医375,田中皮膚科医院,〒990－0833,山形市春日町２－２６,023-645-1235,医療法人社団田中皮膚科医院　理事長　鈴木　利明,鈴木　利明 / 新規 / 令5. 4. 1,平2. 4. 1,皮 / 現存,診療所,,,,,,,,,,,

27.0,01-1305.0-2 / 山医377,医療法人髙橋外科内科医院,〒990－2231,山形市大字大森１０７５－２,023-686-2055,医療法人髙橋外科内科医院　理事長　髙橋　浩,髙橋　浩 / 新規 / 令5. 9. 1,平2. 9. 1,ひ　皮　内　外 / 現存,診療所,,,,,,,,,,,

28.0,01-1307.0-8 / 山医379,医療法人社団大道寺内科医院,〒990－2483,山形市上町３－１１－４,023-644-7555,医療法人社団大道寺内科医院　理事長　大道寺　七兵衛,大道寺　七兵衛 / 新規 / 令5. 9. 1,平2. 9. 1,内　循 / 現存,診療所,,,,,,,,,,,

29.0,01-1327.0-6 / 山医399,井出眼科病院,〒990－0039,山形市香澄町３－６－１３,023-641-3111,医療法人社団慈心会　理事長　井出　智子,井出　智子 / 新規 / 令4. 2. 1,平4. 2. 1 / 眼,一般　　     26 / 現存,病院,,,,,,,,,,,

30.0,01-1328.0-4 / 山医400,矢尾板医院,〒990－0031,山形市十日町１－２－２９,023-622-2406,医療法人見龍堂　理事長　矢尾板　信孝,矢尾板　信孝 / 新規 / 令4. 4. 1,平4. 4. 1,内　循　内視鏡内科　消 / 現存,診療所,,,,,,,,,,,

31.0,01-1334.0-2 / 山医406,ともおか整形外科,〒990－2447,山形市元木２－８－８,023-634-3355,友岡　和彦,友岡　和彦 / 新規 / 令4. 12. 1,平4. 12. 1,整外　内　リハ / 現存,診療所,,,,,,,,,,,

32.0,01-1335.0-9 / 山医407,東海林皮ふ科医院,〒990－0813,山形市桧町２－５－１３,023-681-1281,東海林　眞司,東海林　眞司 / 新規 / 令4. 12. 1,平4. 12. 1,皮 / 現存,診療所,,,,,,,,,,,

33.0,01-1336.0-7 / 山医408,内藤医院,〒990－2492,山形市鉄砲町１－４－２０,023-624-1500,医療法人内藤医院　理事長　内藤　章,内藤　章 / 新規 / 令5. 2. 1,平5. 2. 1,眼　外　胃腸内科　こう / 現存,診療所,,,,,,,,,,,

34.0,01-1337.0-5 / 山医409,明石医院,〒990－0047,山形市旅篭町１－９－２２,023-622-7621,医療法人明石医院　理事長　伊藤　義彦,伊藤　義彦 / 新規 / 令5. 2. 1,平5. 2. 1,皮 / 現存,診療所,,,,,,,,,,,

35.0,01-1339.0-1 / 山医411,ゆうき整形外科,〒990－2413,山形市南原町１－２５－２０,023-634-5111,結城　正明,結城　正明 / 新規 / 令5. 5. 6,平5. 5. 6,整外　リハ / 現存,診療所,,,,,,,,,,,

36.0,01-1342.0-5 / 山医414,勝島小児科医院,〒990－2461,山形市南館４－４－１２,023-643-0123,医療法人勝島小児科医院　理事長　勝島　史夫,勝島　史夫 / 新規 / 令5. 9. 1,平5. 9. 1,小 / 現存,診療所,,,,,,,,,,,

37.0,01-1344.0-1 / 山医416,大野目耳鼻科,〒990－0073,山形市大野目２－２－３７,023-635-4187,原田　次郎,原田　次郎 / 新規 / 令5. 12. 1,平5. 12. 1,耳い　気食 / 現存,診療所,,,,,,,,,,,

38.0,01-1345.0-8 / 山医417,殿岡内科医院,〒990－2422,山形市中桜田３－２－１７,023-625-7200,殿岡　一郎,殿岡　一郎 / 新規 / 令5. 12. 1,平5. 12. 1,内　循環器内科　呼内 / 現存,診療所,,,,,,,,,,,

39.0,01-1346.0-6 / 山医418,ときめき形成外科,〒990－0073,山形市大野目２－２－３３,023-635-1800,佐久間　英夫,佐久間　英夫 / 新規 / 令6. 1. 4,平6. 1. 4,形外　整外　皮 / 現存,診療所,,,,,,,,,,,

40.0,01-1349.0-0 / 山医421,医療法人社団至誠会大泉胃腸科内科クリニック,〒990－0832,山形市城西町五丁目２１番１５号,023-643-9021,医療法人社団至誠会　理事長　大泉　晴史,大泉　晴史 / 新規 / 令6. 4. 1,平6. 4. 1,内　胃 / 現存,診療所,,,,,,,,,,,

41.0,01-1351.0-6 / 山医423,小松眼科医院,〒990－2447,山形市元木二丁目１３番５号,023-641-3811,医療法人至徳会　理事長　小松　俊逸,小松　俊逸 / 新規 / 令6. 4. 1,平6. 4. 1,眼 / 現存,診療所,,,,,,,,,,,

42.0,01-1357.0-3 / 山医429,ひのき町小松眼科,〒990－0813,山形市桧町２－６－４,023-681-8668,小松　正祥,小松　正祥 / 新規 / 令4. 4. 3,平7. 4. 3,眼 / 現存,診療所,,,,,,,,,,,

43.0,01-1358.0-1 / 山医430,あかねヶ丘整形外科医院,〒990－2481,山形市あかねケ丘２－１０－３,023-645-7380,佐藤　浩,佐藤　浩 / 新規 / 令4. 5. 1,平7. 5. 1,整外　リハ / 現存,診療所,,,,,,,,,,,

44.0,01-1359.0-9 / 山医431,医療法人鈴木クリニック,〒990－0813,山形市桧町４－６－１６,023-681-8011,医療法人鈴木クリニック　理事長　鈴木　康之,鈴木　康之 / 新規 / 令4. 5. 1,平7. 5. 1,内　消　胃　こう　内視鏡内科 / 現存,診療所,,,,,,,,,,,

45.0,01-1362.0-3 / 山医434,もんま医院,〒990－2402,山形市小立２－７－２０,023-625-8811,医療法人門馬医院　理事長　佐藤　文子,門馬　節子 / 新規 / 令4. 8. 1,平7. 8. 1,皮 / 現存,診療所,,,,,,,,,,,

46.0,01-1363.0-1 / 山医435,なわの内科医院,〒990－0042,山形市七日町３－５－１,023-632-0120,縄野　光正,縄野　光正 / 新規 / 令4. 10. 2,平7. 10. 2,内　消化器内科　皮 / 現存,診療所,,,,,,,,,,,

47.0,01-1365.0-6 / 山医437,社会福祉法人恩賜財団済生会山形済生病院,〒990－8545,山形市沖町７９－１,023-682-1111,社会福祉法人恩賜財団済生会支部山形県済生会　支部長　濱崎　允,石井　政次 / 新規 / 令4. 10. 1,平7. 10. 1 / 内　神内　呼内　消化器内科　循環器内科　精　リウ　小　外　整外　形外　脳外　心外　呼外　産婦　眼　耳い　リハ　放　皮　ひ　麻　腎臓内科　乳腺外科　血液内科　糖尿病・内分泌内科,一般　　    459 / 現存,病院,,,,,,,,,,,

48.0,01-1368.0-0 / 山医440,芳川小児科医院,〒990－2447,山形市元木２－６－１３,023-625-7700,医療法人陽光会　理事長　芳川　正流,芳川　正流 / 新規 / 令5. 3. 1,平8. 3. 1,小 / 現存,診療所,,,,,,,,,,,

49.0,01-1376.0-3 / 山医448,医療法人社団伸愛会中井こども医院,〒990－0067,山形市花楯１－１６－１１,023-625-7171,医療法人社団伸愛会　理事長　中井　伸一,中井　伸一 / 新規 / 令5. 9. 1,平8. 9. 1,小　アレ / 現存,診療所,,,,,,,,,,,

50.0,01-1378.0-9 / 山医450,阿部クリニック,〒990－2321,山形市桜田西４－３－４,023-624-1125,阿部　憲史,阿部　憲史 / 新規 / 令5. 12. 2,平8. 12. 2,精　内　神　リハ　心内 / 現存,診療所,,,,,,,,,,,

51.0,01-1380.0-5 / 山医452,高橋胃腸科内科医院古館診療所,〒990－2374,山形市大字古館字替所１５６０－２,023-643-2150,医療法人社団高橋胃腸科内科医院　理事長　高橋　邦之,高橋　邦之 / その他 / 令6. 1. 1,平9. 1. 1,内　胃 / 現存,診療所,,,,,,,,,,,

52.0,01-1382.0-1 / 山医454,若杉内科医院,〒990－2432,山形市荒楯町１－７－１９,023-626-2323,若杉　和義,若杉　和義 / 新規 / 令6. 3. 3,平9. 3. 3,内　胃 / 現存,診療所,,,,,,,,,,,

53.0,01-1391.0-2 / 山医463,長谷川医院,〒990－0066,山形市印役町二丁目１－２,023-631-7874,医療法人社団長谷川医院　理事長　長谷川　和康,長谷川　和康 / 組織変更 / 令3. 12. 1,平9. 12. 1,内　消　循 / 現存,診療所,,,,,,,,,,,

54.0,01-1394.0-6 / 山医466,二瓶内科クリニック,〒990－0057,山形市宮町１－５－２３,023-626-3020,二瓶　信,二瓶　信 / 新規 / 令4. 4. 1,平10. 4. 1,内　消　脳内 / 現存,診療所,,,,,,,,,,,

55.0,01-1395.0-3 / 山医467,山形厚生病院,〒990－2362,山形市大字菅沢字鬼越２５５,023-645-8118,医療法人東北医療福祉会　理事長　藤井　昌彦,小林　健一 / 組織変更 / 令4. 4. 1,平10. 4. 1 / 精　内,精神　　    312 / 現存,病院,,,,,,,,,,,

56.0,01-1396.0-1 / 山医468,ねもとクリニック,〒990－0021,山形市小白川町４－８－１３,023-628-5656,根本　元,根本　元 / 新規 / 令4. 5. 1,平10. 5. 1,内　外　循　心外 / 現存,診療所,,,,,,,,,,,

57.0,01-1397.0-9 / 山医469,あさひ町榊原耳鼻咽喉科医院,〒990－0024,山形市あさひ町７－２５,023-628-1711,榊原　昭,榊原　昭 / 新規 / 令4. 5. 1,平10. 5. 1,耳い　アレ / 現存,診療所,,,,,,,,,,,

58.0,01-1399.0-5 / 山医471,ごとう医院,〒990－2423,山形市東青田３－１１－１０,023-626-5515,後藤　成治,後藤　成治 / 新規 / 令4. 11. 2,平10. 11. 2,内　消　アレ / 現存,診療所,,,,,,,,,,,

59.0,01-1401.0-9 / 山医473,中村医院,〒990－2481,山形市あかねケ丘１－１－１,023-646-5161,中村　東一郎,中村　東一郎 / 新規 / 令4. 11. 2,平10. 11. 2,内　消 / 現存,診療所,,,,,,,,,,,

60.0,01-1403.0-5 / 山医475,安孫子内科医院,〒990－2221,山形市大字風間１１４５,023-686-2388,医療法人安孫子内科医院　理事長　安孫子　久明,安孫子　久明 / 組織変更 / 令5. 1. 1,平11. 1. 1,内　循環器内科 / 現存,診療所,,,,,,,,,,,

61.0,01-1404.0-3 / 山医476,大内皮ふ科外科クリニック,〒990－0057,山形市宮町２－６－１３,023-641-6867,大内　清則,大内　清則 / 交代 / 令5. 1. 1,平11. 1. 1,外　皮 / 現存,診療所,,,,,,,,,,,

62.0,01-1407.0-6 / 山医479,医療法人社団羽根田産婦人科クリニック,〒990－2414,山形市寿町１９－１,023-622-3507,医療法人社団羽根田産婦人科クリニック　理事長　羽根田　敦,羽根田　敦 / 組織変更 / 令5. 1. 1,平11. 1. 1 / 産　婦　内,一般　　     11 / 現存,診療所,,,,,,,,,,,

63.0,01-1408.0-4 / 山医480,いそだ医院,〒990－2161,山形市大字漆山２５７３－１,023-682-1522,磯田　昇,磯田　昇 / 新規 / 令5. 2. 1,平11. 2. 1,内　循　外　こう　リハ　整外 / 現存,診療所,,,,,,,,,,,

64.0,01-1414.0-2 / 山医486,池澤内科クリニック,〒990－2412,山形市松山１－１－１０５,023-626-6266,池澤　嘉弘,池澤　嘉弘 / 新規 / 令5. 6. 1,平11. 6. 1,内 / 現存,診療所,,,,,,,,,,,

65.0,01-1416.0-7 / 山医488,田中利治皮フ科,〒990－2484,山形市篭田１－１４－３０,023-647-8778,医療法人社団三宝会　理事長　田中　利治,田中　利治 / 新規 / 令5. 10. 1,平11. 10. 1,皮 / 現存,診療所,,,,,,,,,,,

66.0,01-1419.0-1 / 山医491,篠原神経・心療内科クリニック,〒990－2447,山形市元木３－２－５,023-634-1230,医療法人社団篠原神経・心療内科クリニック　理事長　篠原　正夫,篠原　正夫 / 組織変更 / 令5. 12. 1,平11. 12. 1,心内　精　神内 / 現存,診療所,,,,,,,,,,,

67.0,01-1421.0-7 / 山医493,社会医療法人松柏会　至誠堂とかみクリニック,〒990－2342,山形市富神前４８番地５,023-646-5588,社会医療法人松柏会　理事長　中島　幸裕,中島　幸裕 / 新規 / 令6. 4. 3,平12. 4. 3,内　外 / 現存,診療所,,,,,,,,,,,

68.0,01-1424.0-1 / 山医496,武田整形外科クリニック,〒990－0063,山形市山家町二丁目６番６号,023-631-7322,医療法人社団静山堂武田整形外科クリニック　理事長　武田　昌孝,武田　昌孝 / 組織変更 / 令6. 4. 1,平12. 4. 1,整外　内　リウ / 現存,診療所,,,,,,,,,,,

69.0,01-1425.0-8 / 山医497,緑町関口クリニック,〒990－0041,山形市緑町一丁目７番１６号,023-633-0030,医療法人関口クリニック　理事長　関口　賢太郎,関口　賢太郎 / 組織変更 / 令6. 4. 1,平12. 4. 1,脳外　神内　内 / 現存,診療所,,,,,,,,,,,

70.0,01-1427.0-4 / 山医499,堺内科胃腸科医院,〒990－0021,山形市小白川町２－１－６５,023-641-8379,堺　順一,堺　順一 / 交代 / 令6. 9. 1,平12. 9. 1,内　胃 / 現存,診療所,,,,,,,,,,,

71.0,01-1428.0-2 / 山医500,西バイパスひとみ整形外科,〒990－0854,山形市砂塚１２－８,023-644-1200,人見　裕,人見　裕 / 新規 / 令6. 10. 2,平12. 10. 2,整外　リハ　リウ / 現存,診療所,,,,,,,,,,,

72.0,01-1432.0-4 / 山医504,山田菊地医院,〒990－0831,山形市西田２－１－２７,023-643-5500,山田　修久,山田　修久 / 組織変更 / 令7. 4. 3,平13. 4. 3 / 療養　　     15 / 内　神内　外　整外　脳外　リハ,一般　　      4 / 現存,診療所,,,,,,,,,,,

73.0,01-1433.0-2 / (01 / 山医505,山形県立中央病院 / 3247.0,〒990－2214,山形市青柳１８００,023-685-2626,山形県知事 / 常　勤:　　 193,鈴木　克典 / 令7. 5. 1,平13. 5. 1 / 2 / 内科　糖尿病・内分泌内科　腎臓内科　疼痛緩和内科　心内　精　脳内　循　消　呼内　外　脳外　呼外　心外　歯外　整外　形外　小　新生児内科　小外　産婦　眼　頭頸部・耳鼻咽喉科　ひ　皮　リハ　放　麻　救命　病理　腫瘍内科　感染症内科　血液内科　　乳腺外科　消化器外科,一般　　    607 / 移転,病院 / 一般（感染）,現存,,,,,,,,,,

74.0,01-1434.0-0 / 山医506,こころのクリニック山形,〒990－0861,山形市江俣４－１８－２６,023-681-6226,医療法人社団楽聖会　理事長　古沢　信之,古沢　信之 / 移転 / 令7. 5. 1,平13. 5. 1,精　心内　内 / 現存,診療所,,,,,,,,,,,

75.0,01-1435.0-7 / 山医507,医療法人城西医院,〒990－0833,山形市春日町１３－２７,023-644-0276,医療法人城西医院　理事長　沼澤　和典,沼澤　和典 / 移転 / 令7. 5. 1,平13. 5. 1,内　消　循　呼 / 現存,診療所,,,,,,,,,,,

76.0,01-1436.0-5 / 山医508,伊沢内科胃腸科医院,〒990－2232,山形市下東山４３１９－１,023-686-2816,医療法人紅花の里　理事長　伊澤　友明,伊澤　友明 / 組織変更 / 令7. 5. 1,平13. 5. 1,内　胃　消　小　皮　こう / 現存,診療所,,,,,,,,,,,

77.0,01-1437.0-3 / 山医509,おかべクリニック,〒990－2363,山形市長谷堂字出倉４４６４,023-688-8733,岡部　健二,岡部　健二 / 新規 / 令7. 6. 1,平13. 6. 1,内　胃　外　皮　こう　リハ / 現存,診療所,,,,,,,,,,,

78.0,01-1440.0-7 / 山医512,大沼産婦人科医院,〒990－0031,山形市十日町１－３－２６,023-622-0243,医療法人社団大沼産婦人科医院　理事長　大沼　靖彦,大沼　靖彦 / 組織変更 / 令元. 10. 1,平13. 10. 1,産婦 / 現存,診療所,,,,,,,,,,,

79.0,01-1441.0-5 / 山医513,小松胃腸科内科クリニック,〒990－2451,山形市吉原２丁目４－１９,023-647-3131,小松　博,小松　博 / 新規 / 令元. 11. 1,平13. 11. 1,内　胃　消 / 現存,診療所,,,,,,,,,,,

80.0,01-1447.0-2 / 山医519,佐藤清医院,〒990－0061,山形市五十鈴１－６－５６,023-626-7275,医療法人佐藤清医院　理事長　佐藤　清,佐藤　清 / 組織変更 / 令2. 4. 1,平14. 4. 1,内　神内　循　脳外 / 現存,診療所,,,,,,,,,,,

81.0,01-1448.0-0 / 山医520,和田内科クリニック,〒990－2323,山形市桜田東２－１０－３７,023-634-3300,医療法人和田内科クリニック　理事長　和田　克彦,和田　克彦 / 組織変更 / 令2. 4. 1,平14. 4. 1,内　呼　消　循　漢方内科　糖尿病内科 / 現存,診療所,,,,,,,,,,,

82.0,01-1455.0-5 / 山医527,やまかわ整形外科,〒990－0881,山形市瀬波１－６－１０,023-682-3323,山川　正紀,山川　正紀 / 新規 / 令2. 10. 1,平14. 10. 1,整外　リハ / 現存,診療所,,,,,,,,,,,

83.0,01-1456.0-3 / 山医528,石郷岡クリニック,〒990－0828,山形市双葉町１－４－６,023-647-0050,石郷岡　学,石郷岡　学 / 新規 / 令2. 11. 1,平14. 11. 1,ひ　皮 / 現存,診療所,,,,,,,,,,,

84.0,01-1458.0-9 / 山医530,武田内科胃腸科医院,〒990－0062,山形市鈴川町３－１５－６１,023-628-0508,武田　義雄,武田　義雄 / 移転 / 令2. 12. 1,平14. 12. 1,内　消　リハ　漢方内科 / 現存,診療所,,,,,,,,,,,

85.0,01-1461.0-3 / 山医533,みさわクリニック,〒990－0827,山形市城南町３－５－２８,023-647-3301,三澤　裕之,三澤　裕之 / 新規 / 令3. 3. 1,平15. 3. 1,内　消 / 現存,診療所,,,,,,,,,,,

86.0,01-1463.0-9 / 山医535,くわぞえ整形外科クリニック,〒990－0067,山形市花楯２－７－６,023-627-6222,桑添　裕光,桑添　裕光 / 新規 / 令3. 4. 1,平15. 4. 1,整外　リハ / 現存,診療所,,,,,,,,,,,

87.0,01-1471.0-2 / 山医543,三條クリニック,〒990－2414,山形市寿町１４－３,023-635-5566,医療法人社団三條クリニック　理事長　三條　敏邦,三條　敏邦 / 組織変更 / 令3. 9. 1,平15. 9. 1,胃　内　外　こう / 現存,診療所,,,,,,,,,,,

88.0,01-1472.0-0 / 山医544,吉川皮ふ科クリニック,〒990－2463,山形市富の中４－１－１２,023-647-5880,吉川　賢一,吉川　賢一 / 新規 / 令3. 10. 1,平15. 10. 1,皮 / 現存,診療所,,,,,,,,,,,

89.0,01-1473.0-8 / 山医545,山口ハートクリニック,〒990－0067,山形市花楯２－５０－３,023-615-2215,山口　清司,山口　清司 / 新規 / 令3. 10. 1,平15. 10. 1,内　循　呼 / 現存,診療所,,,,,,,,,,,

90.0,01-1478.0-7 / 山医550,消化器科・内科　井上クリニック,〒990－0821,山形市北町３－７－１,023-681-6080,井上　隆,井上　隆 / 新規 / 令3. 12. 1,平15. 12. 1,消　内 / 現存,診療所,,,,,,,,,,,

91.0,01-1479.0-5 / 山医551,山形県精神保健福祉センター,〒990－0021,山形市小白川町２－３－３０,023-624-1217,山形県知事,有海　清彦 / 移転 / 令3. 12. 18,平15. 12. 18,精　神 / 現存,診療所,,,,,,,,,,,

92.0,01-1480.0-3 / 山医552,早坂内科循環器科医院,〒990－2481,山形市あかねケ丘２－１０－２,023-645-2223,医療法人早坂内科循環器科医院　理事長　早坂　真喜雄,早坂　真喜雄 / 組織変更 / 令4. 4. 1,平16. 4. 1,循　内　呼 / 現存,診療所,,,,,,,,,,,

93.0,01-1481.0-1 / 山医553,深瀬内科医院,〒990－0075,山形市落合町１９５－３,023-631-7010,医療法人深瀬内科医院　理事長　深瀬　憲雄,深瀬　憲雄 / 組織変更 / 令4. 4. 1,平16. 4. 1,内　循　胃 / 現存,診療所,,,,,,,,,,,

94.0,01-1484.0-5 / 山医556,南原耳鼻咽喉科医院,〒990－2413,山形市南原町３－１９－２６,023-632-4133,医療法人南原耳鼻咽喉科医院　理事長　原田　浩二,原田　浩二 / 組織変更 / 令4. 4. 1,平16. 4. 1,耳い / 現存,診療所,,,,,,,,,,,

