24.0,01,1770,2,医療法人社団　清和会　南札幌病院,〒064－0809,札幌市中央区南９条西７丁目１番２３号,011-511-3368 / 移動 / 令元. 9. 1,医療法人社団　清和会 / 内科、糖尿病内科、腎臓内科　消化器内科　循環器内科　呼内　リハ,相川　忠弘 / 現存,平13. 9. 1,一般　　     94,病院,,,,,,,,,,,,,,

25.0,01,1778,5,医療法人　資生会　創成東病院,〒060－0053,札幌市中央区南３条東３丁目１３番地,011-222-2117 / 組織変更 / 令2. 1. 1,医療法人　資生会 / 内　リハ　精,上田　康夫 / 療養病床 / 現存,平14. 1. 1,一般　　     94,病院,,,,,,,,,,,,,,

26.0,01,1795,9,医療法人社団　銀杏会　さっぽろ銀杏会記念病院,〒064－0811,札幌市中央区南１１条西８丁目２番２５号,011-511-2060 / 組織変更 / 令2. 8. 1,医療法人社団　銀杏会 / 内科、内視鏡内科、緩和ケア内科、胆のう・膵臓内科　胃腸内科　消化器内科　皮,川西　譲児 / 現存,平14. 8. 1,一般　　     85,病院,,,,,,,,,,,,,,

27.0,01,1846,0,札幌南三条病院,〒060－0063,札幌市中央区南３条西６丁目４番２号,011-233-3711 / 交代 / 令4. 1. 1,社会医療法人　北海道恵愛会 / 呼内　呼外　内　消化器内科　麻　放,小場　弘之 / 現存,平16. 1. 1,一般　　     99,病院,,,,,,,,,,,,,,

28.0,01,1859,3,医療法人　藻友会　札幌いしやま病院,〒064－0915,札幌市中央区南１５条西１０丁目４番１号,011-551-2241 / 移動 / 令4. 6. 1,医療法人　藻友会　札幌いしやま病院　理事長　石山　元太郎 / 肛門外科　内視鏡外科（大腸・胃）,石山　元太郎 / 現存,平16. 6. 1,一般　　     89,病院,,,,,,,,,,,,,,

29.0,01,1864,3,札幌循環器病院,〒060－0011,札幌市中央区北１１条西１４丁目２９－１５,011-747-5821 / 移動 / 令4. 8. 23,医療法人社団　札幌循環器クリニック / 循環器内科　内科、腎臓内科（人工透析）　消化器内科　リハ,善岡　信博 / 現存,平16. 8. 23,一般　　     89,病院,,,,,,,,,,,,,,

30.0,01,1894,0,時計台記念病院,〒060－0031,札幌市中央区北１条東１丁目２番３号,011-251-1221 / 交代 / 令5. 10. 1,社会医療法人社団　カレスサッポロ / 内科、腎臓内科、糖尿病内科、緩和ケア内科　循環器内科　形外　眼　婦　リハ　消化器内科　整外　脳外　リウ　放　麻　精　外科、血管外科　ひ　病理,藤井　美穂 / 休止,平17. 10. 1,一般　　    225,病院,,,,,,,,,,,,,,

31.0,01 / (01,1938 / 3817,5 / 5),札幌医科大学附属病院,〒060－8543,札幌市中央区南１条西１６丁目２９１番地 / 常　勤:　　 356,011-611-2111 / 令7. 4. 1,北海道公立大学法人札幌医科大学 / 消化器内科　免疫・リウマチ内科　循環器・腎臓・代謝内分泌内科　　呼吸器・アレルギー内科　腫瘍内科　血液内科　　感染症内科　脳内　消化器・総合、乳腺・内分泌外科　心外　呼外　整外　脳外　神経再生医療科　神経精神科　婦　産科周産期科　小　眼　皮　形外　ひ　耳い　放射線治療科　放射線診断科　麻　総合診療科　遺伝子診療科　歯外　リハ　救急科　病理,渡辺　敦 / 交代 / 現存,平19. 4. 1 / 精神　　     32,一般　　    816 / 病院,特定機能,,,,,,,,,,,,,,

32.0,02,1002,8,医療法人社団　心優会　中江病院,〒001－0022,札幌市北区北２２条西７丁目２番１号,011-716-7181 / 新規 / 令5. 8. 14,医療法人社団　心優会 / 精　心内　内,小林　清樹 / 現存,昭32. 8. 14,精神　　    280,病院,,,,,,,,,,,,,,

33.0,02,1156,2,医療法人　啓生会病院,〒065－0027,札幌市東区北２７条東２０丁目５番２５号,011-781-9321 / 新規 / 令6. 5. 1,医療法人　啓生会病院　理事長　岡　松彦 / 精　心内,後藤田　敏彦 / 現存,昭45. 5. 1,精神　　    211,病院,,,,,,,,,,,,,,

34.0,02 / (02,1289 / 3363,1 / 8),松田整形外科記念病院,〒001－0018,札幌市北区北１８条西４丁目１－３５ / 常　勤:　　　11,011-746-3666 / 令6. 5. 1,社会医療法人　松田整形外科記念病院　理事長　菅原　誠,髙橋　輝一 / 組織変更,昭54. 5. 1 / 整外　リウ　リハ　麻　歯外,一般　　     60 / 現存,病院,,,,,,,,,,,,,,

35.0,02,1304,8,社会医療法人延山会北成病院,〒001－0933,札幌市北区新川西３条２丁目１０番１号,011-764-3021 / 新規 / 令3. 12. 1,社会医療法人延山会 / 療養　　     84 / 内　循環器内科　呼内　消化器内科　リハ,松下　通明 / 療養病床 / 現存,昭54. 12. 1,一般　　     54,病院,,,,,,,,,,,,,,

36.0,02,1315,4,医療法人　新川新道整形外科病院,〒001－0925,札幌市北区新川５条４丁目２番８号,011-763-0110 / 組織変更 / 令4. 9. 1,医療法人　新川新道整形外科病院 / 整外　リハ　内　リウ,相澤　哲 / 療養病床 / 現存,昭55. 9. 1,一般　　     70,病院,,,,,,,,,,,,,,

37.0,02,1332,9,医療法人社団　翔嶺館　札幌優翔館病院,〒002－8042,札幌市北区東茨戸２条２丁目８番２５号,011-772-9211 / 組織変更 / 令5. 10. 1,医療法人社団　翔嶺館 / 療養　　     48 / 内　外　消化器内科、消化器外科　呼内　循環器内科　神経精神科　リハ　人工透析外科　整外　麻,北川　真吾 / 療養病床 / 現存,昭56. 10. 1,一般　　     86,病院,,,,,,,,,,,,,,

38.0,02,1353,5,社会医療法人憲仁会　牧田病院,〒001－0901,札幌市北区新琴似１条２丁目６番２５号,011-761-4835 / 組織変更 / 令4. 2. 1,社会医療法人憲仁会　牧田病院　理事長　牧田　比呂仁 / 内　呼　アレ,清水　健一 / 現存,昭58. 2. 1,一般　　     57,病院,,,,,,,,,,,,,,

39.0,02,1359,2,特定医療法人　朋友会　石金病院,〒001－0930,札幌市北区新川７１４番地２,011-762-4111 / 新規 / 令5. 2. 1,特定医療法人　朋友会 / 精　神　内,石金　朋人 / 現存,昭59. 2. 1,精神　　    210,病院,,,,,,,,,,,,,,

40.0,02 / (03,1387 / 3287,3 / 7),医療法人　徳洲会　札幌東徳洲会病院,〒065－0033,札幌市東区北３３条東１４丁目３－１ / 常　勤:　　 112,011-722-1110 / 令4. 2. 1,医療法人　徳洲会,山崎　誠治 / 新規,昭61. 2. 1 / 内科、腎臓内科　呼内　消化器内科、消化器外科　循環器内科　小　外科、乳腺外科、頭頸部外科　肛門外科　呼外　整外　脳外　心外　皮　形外　耳い　ひ　リハ　放射線診断科、放射線治療科　眼　麻　病理　歯外　救急科,一般　　    336 / 現存,病院,,,,,,,,,,,,,,

41.0,02,1409,5,医療法人　麻生整形外科病院,〒001－0908,札幌市北区新琴似８条２丁目２番５号,011-764-3311 / 組織変更 / 令5. 5. 1,医療法人　麻生整形外科病院　理事長　坂本　直俊 / 整外　リハ　麻,坂本　直俊 / 現存,昭62. 5. 1,一般　　     53,病院,,,,,,,,,,,,,,

42.0,02,1434,3,医療法人　研成会　札幌鈴木病院,〒001－0903,札幌市北区新琴似３条１丁目１番２７号,011-709-5511 / 組織変更 / 令6. 4. 1,医療法人　研成会　理事長　鈴木　隆 / 精　神　心内　内　循環器内科　胃　神内,篠原　かほる / 療養病床 / 現存,昭63. 4. 1,精神　　    163,病院,,,,,,,,,,,,,,

43.0,02,1435,0,医療法人社団　英仁会　札苗病院,〒007－0807,札幌市東区東苗穂７条２丁目８番２０号,011-783-3311 / 組織変更 / 令6. 4. 1,医療法人社団英仁会　札苗病院　理事長　小笠原　顯夫 / 療養　　     30 / 介護　　     54 / 内　循環器内科　消化器内科　リハ,宮崎　知恵里 / 療養病床 / 現存,昭63. 4. 1,一般　　     24,病院,,,,,,,,,,,,,,

44.0,02,1482,2,医療法人　育愛会　札幌東豊病院,〒065－0017,札幌市東区北１７条東１５丁目３番１号,011-704-3911 / 組織変更 / 令4. 9. 1,医療法人育愛会　理事長　池本　亘 / 産　婦　小　麻,黒木　勝円 / 現存,平元. 9. 1,一般　　     62,病院,,,,,,,,,,,,,,

45.0,02,1494,7,医療法人社団　札幌百合の会病院,〒002－8081,札幌市北区百合が原１１丁目１８６番地,011-771-1501 / 組織変更 / 令4. 11. 1,医療法人社団　札幌百合の会病院 / 療養　　     88 / 内科、糖尿病内科、内分泌内科　呼内　消化器内科　循環器内科　リハ,稲場　守 / 療養病床 / 現存,平元. 11. 1,一般　　     48,病院,,,,,,,,,,,,,,

46.0,02,1532,4,医療法人社団　五稜会病院,〒002－8029,札幌市北区篠路９条６丁目２番３号,011-771-5660 / 組織変更 / 令5. 11. 1,医療法人社団　五稜会病院 / 精　心内　内　消化器内科,中島　公博 / 現存,平2. 11. 1,精神　　    193,病院,,,,,,,,,,,,,,

47.0,02,1541,5,社会医療法人　秀眸会　大塚眼科病院,〒001－0016,札幌市北区北１６条西４丁目２番１７号,011-747-5211 / 組織変更 / 令6. 9. 1,社会医療法人　秀眸会　大塚眼科病院 / 眼　内,北明　大洲 / 現存,平3. 9. 1,一般　　     52,病院,,,,,,,,,,,,,,

48.0,02,1542,3,医療法人社団　北札幌病院,〒001－0909,札幌市北区新琴似９条１丁目１番１号,011-756-1111 / 組織変更 / 令6. 9. 1,医療法人社団　北札幌病院 / 療養　　     60 / 内　外　呼　整外　循　消化器内科,幾世橋　経人 / 療養病床 / 現存,平3. 9. 1,一般　　     35,病院,,,,,,,,,,,,,,

49.0,02 / (03,1543 / 3384,1 / 2),医療法人社団　大藏会　札幌佐藤病院,〒007－0862,札幌市東区伏古２条４丁目１０番１５号 / 常　勤:　　　14,011-781-5511 / 令6. 9. 1,医療法人社団大藏会　札幌佐藤病院,吉野　實 / 組織変更,平3. 9. 1 / 精　神経精神科　心内　神内　内　整外　歯　歯外　小歯,精神　　    244 / 現存,病院,,,,,,,,,,,,,,

50.0,02,1549,8,長生会病院,〒001－0025,札幌市北区北２５条西１６丁目２番１号,011-726-4835 / 交代 / 令3. 12. 11,竹林　克重 / 一般　　     28 / 介護　　     46 / 内　消,竹林　克重 / 療養病床 / 現存,平3. 12. 11,療養　　     46,病院,,,,,,,,,,,,,,

51.0,02 / (03,1561 / 3421,3 / 2),社会医療法人耳鼻咽喉科麻生病院,〒007－0840,札幌市東区北４０条東１丁目１番７号 / 常　勤:　　　 9,011-731-4133 / 令4. 9. 1,社会医療法人耳鼻咽喉科麻生,高田　訓 / 組織変更,平4. 9. 1 / 耳い　気食　麻　歯外,一般　　     35 / 現存,病院,,,,,,,,,,,,,,

52.0,02,1562,1,医療法人社団　栄杜会　小原病院,〒002－0859,札幌市北区屯田９条１２丁目５番１号,011-771-0881 / 組織変更 / 令4. 9. 1,医療法人社団栄杜会　小原病院 / 精　内,小原　敏之 / 現存,平4. 9. 1,精神　　    145,病院,,,,,,,,,,,,,,

53.0,02,1576,1,社会医療法人社団　三草会　クラーク病院,〒065－0042,札幌市東区本町２条４丁目８番２０号,011-782-6160 / 組織変更 / 令5. 5. 1,社会医療法人社団　三草会 / 整外　リハ　内　循環器内科　消化器内科　ひ　リウ　麻,木村　敏信 / 現存,平5. 5. 1,一般　　    225,病院,,,,,,,,,,,,,,

54.0,02,1577,9,医療法人　彰和会　北海道消化器科病院,〒065－0041,札幌市東区本町１条１丁目２番１０号,011-784-1811 / 組織変更 / 令5. 5. 1,医療法人　彰和会 / 消化器内科、消化器外科　腫瘍内科、内科、緩和ケア内科　外　肛門外科　放　麻　病理,目黒　高志 / 現存,平5. 5. 1,一般　　    177,病院,,,,,,,,,,,,,,

55.0,02,1580,3,札幌マタニティ・ウィメンズホスピタル,〒001－0013,札幌市北区北１３条西４丁目２番２３号,011-746-5505 / 組織変更 / 令5. 9. 6,医療法人　明日葉会 / 産婦　小　麻,大久保　仁 / 現存,平5. 9. 6,一般　　     52,病院,,,,,,,,,,,,,,

56.0,02,1611,6,医療法人社団　　札幌道都病院,〒065－0017,札幌市東区北１７条東１４丁目３番２号,011-731-1155 / 組織変更 / 令4. 1. 1,医療法人社団　札幌道都病院 / 内　外　形外　消化器内科、消化器外科　循環器内科　呼内　神内　肛門外科　リハ　放　麻,秦　史壮 / 現存,平7. 1. 1,一般　　    188,病院,,,,,,,,,,,,,,

57.0,02 / (03,1621 / 3386,5 / 7),社会医療法人　豊生会　東苗穂病院,〒007－0803,札幌市東区東苗穂３条１丁目２番１８号 / 常　勤:　　　15,011-784-1121 / 令4. 5. 9,社会医療法人　豊生会　理事長　星野　豊 / 内　循環器内科　消化器内科　呼内　腎臓内科（人工透析）　神内　リハ　老年脳神経外科　心外　放　歯　アレ　整外,星野　豊 / 新規 / 現存,平7. 5. 9 / 療養　　    101,一般　　     60 / 療養病床,病院,,,,,,,,,,,,,,

58.0,02,1622,3,札幌ハートクリニック,〒065－0015,札幌市東区北１５条東１８丁目５番１５号,011-785-1531 / 新規 / 令4. 6. 1,医療法人札幌ハートセンター　理事長　藤田　勉 / 循環器内科　内　リハ,高橋　由美子 / 現存,平7. 6. 1,一般　　     20,病院,,,,,,,,,,,,,,

59.0,02,1631,4,医療法人社団　太黒胃腸内科病院,〒001－0011,札幌市北区北１１条西３丁目１番１５号,011-716-9161 / 組織変更 / 令5. 1. 1,医療法人社団　太黒胃腸内科病院 / 胃腸内科　内,今井　希一 / 現存,平8. 1. 1,一般　　     60,病院,,,,,,,,,,,,,,

60.0,02,1654,6,社会医療法人社団愛心館　愛心メモリアル病院,〒065－0027,札幌市東区北２７条東１丁目１番１５号,011-752-3535 / 組織変更 / 令6. 1. 1,社会医療法人社団愛心館　理事長　岡本　洋 / 心外　循環器内科　外　人工透析内科　眼　皮　腎臓内科　糖尿病内科　麻　救急科,岡本　洋 / 現存,平9. 1. 1,一般　　     71,病院,,,,,,,,,,,,,,

61.0,02,1710,6,医療法人社団　荒木病院,〒002－8023,札幌市北区篠路３条２丁目１番９２号,011-771-5731 / 組織変更 / 令6. 1. 1,医療法人社団　荒木病院　理事長　荒木　啓伸 / 療養　　     27 / 精　内,荒木　啓伸 / 療養病床 / 現存,平12. 1. 1,精神　　    121,病院,,,,,,,,,,,,,,

62.0,02,1773,4,社会医療法人　北楡会　開成病院,〒001－0033,札幌市北区北３３条西６丁目２番３５号,011-757-2201 / 交代 / 令3. 6. 1,社会医療法人　北楡会 / 内科、血液内科　消化器内科　循環器内科　外　麻,斉藤　雅雄 / 休止,平15. 6. 1,一般　　    108,病院,,,,,,,,,,,,,,

63.0,02,1775,9,天使病院,〒065－8611,札幌市東区北１２条東３丁目１番１号,011-711-0101 / 交代 / 令3. 7. 1,社会医療法人　母恋 / 内科　肝臓内科　血液内科　糖尿病・代謝内科　腎臓内科　呼内　消化器内科　循環器内科　外科　乳腺外科　小外　産婦　整外　耳い　麻　小　眼　精　放　形外　救急科,山本　浩史 / 現存,平15. 7. 1,一般　　    260,病院,,,,,,,,,,,,,,

64.0,02 / (02,1823 / 3393,7 / 5),北海道医療大学病院,〒002－8072,札幌市北区あいの里２条５丁目 / 常　勤:　　　68,011-778-7575 / 令5. 7. 1,学校法人東日本学園,北市　伸義 / その他,平17. 7. 1 / 内科、血液内科　呼内　消化器内科　循環器内科　心内　脳内　小　耳い　眼　整外　リハ　皮　ひ　歯　小歯　矯歯　歯外,一般　　     24 / 現存,病院,,,,,,,,,,,,,,

65.0,02,1963,1,医療法人　札幌麻生脳神経外科病院,〒065－0022,札幌市東区北２２条東１丁目１番４０号,011-731-2321 / 移動 / 令6. 5. 1,医療法人札幌麻生脳神経外科病院　理事長　齋藤　久泰 / 脳外　脳内　放　リハ,飛騨　一利 / 現存,平24. 5. 1,一般　　    145,病院,,,,,,,,,,,,,,

66.0,02,1977,1,札幌心臓血管クリニック,〒007－0849,札幌市東区北４９条東１６丁目８番１号,011-784-7847 / その他 / 令7. 5. 1,医療法人札幌ハートセンター / 循環器内科　内　心外　麻　放,藤田　勉 / 現存,平25. 5. 1,一般　　    107,病院,,,,,,,,,,,,,,

67.0,02,1978,9,勤医協中央病院,〒007－8505,札幌市東区東苗穂５条１丁目９番１号,011-782-9111 / 移動 / 令7. 5. 1,公益社団法人　北海道勤労者医療協会 / 内科、血液内科、緩和ケア内科、糖尿病・内分泌内科　外科、乳腺外科、肝臓外科、膵臓外科　整外　麻　放射線治療科、放射線診断科　眼　婦　リハ　精　心外　呼外　ひ　肛門外科　呼内　消化器内科、消化器外科　循環器内科　リウ　腎臓内科（人工透析）　病理　救急科　脳内,湯野　暁子 / 現存,平25. 5. 1,一般　　    450,病院,,,,,,,,,,,,,,

68.0,03,1040,6,ＫＫＲ札幌医療センター,〒062－0931,札幌市豊平区平岸１条６丁目３番４０号,011-822-1811 / 移動 / 令5. 8. 14,国家公務員共済組合連合会 / 内科、代謝・内分泌・糖尿病内科、腫瘍内科、　緩和ケア内科　呼内　消化器内科、消化器外科　循環器内科　神内　精　外科、乳腺外科、小児外科、腫瘍外科、内分泌外科　呼外　人工透析外科　小児科、小児科（新生児）　整外　婦人科、婦人科（生殖医療）　眼　皮　麻　耳い　ひ　脳神経・内分泌外科、脳神経外科　心臓血管外科、心臓外科、血管外科　放射線科、放射線診断科　リハ　病理　救急科　臨床検査科,磯部　宏 / 現存,昭32. 8. 14,一般　　    410,病院,,,,,,,,,,,,,,

69.0,03,1053,9,独立行政法人地域医療機能推進機構　北海道病院,〒062－8618,札幌市豊平区中の島１条８丁目３番１８号,011-831-5151 / 移動 / 令6. 9. 1,独立行政法人地域医療機能推進機構 / 結核　　     10 / 内科、糖尿病・内分泌内科、腎臓内科　呼内　消化器内科、消化器外科　循環器内科　神内　外　呼外　心外　整外　リウ　小児科、小児科（新生児科）　皮　ひ　産婦　眼　耳い　放射線診断科　病理　麻　リハ,古家　乾 / 現存,昭33. 9. 1,一般　　    304,病院,,,,,,,,,,,,,,

70.0,03,1109,9,勤医協札幌病院,〒003－8510,札幌市白石区菊水４条１丁目９番２２号,011-811-2246 / 新規 / 令6. 1. 1,公益社団法人　北海道勤労者医療協会　理事長　小市　健一 / 内　小　外　整外　産　婦　眼　耳い　麻　呼　消　循　アレ　リウ　放　リハ,中野　亮司 / 現存,昭39. 1. 1,一般　　     74,病院,,,,,,,,,,,,,,

