id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24


8.0,01-1253-7 / 盛医253,内丸病院,〒020－0015,盛岡市本町通一丁目１２番７号,019-654-5331,医療法人　青樹会　理事長　田中　由紀子,宮川　朋久,昭55. 3. 15 / 新規 / 令4. 3. 15,一般　　 / 一般     60 / 療養 / 療養     30 / 内　外　整外　リハ　消化器内科　循環器内科　肛門外科　乳腺外科,病院 / 現存,,,,,,,,,,,,,,

9.0,01-1254-5 / 盛医254,前川内科クリニック,〒020－0042,盛岡市新田町９番１１号,019-624-3313,前川　滋,前川　滋,昭55. 4. 1 / 新規 / 令4. 4. 1,内　呼　胃　循,診療所 / 現存,,,,,,,,,,,,,,

10.0,01-1255-2 / 盛医255,荻野病院,〒020－0866,盛岡市本宮一丁目６番１２号,019-636-0317,医療法人　謙和会　理事長　荻野　忠良,荻野　義信,昭55. 4. 1 / 新規 / 令4. 4. 1,一般　　 / 一般     58 / 内　リハ　循環器内科,病院 / 現存,,,,,,,,,,,,,,

11.0,01-1256-0 / 盛医256,いするぎ医院,〒020－0022,盛岡市大通三丁目３番２２号,019-654-1411,医療法人　芝蘭会　理事長　岩動　一将,岩動　一将,昭55. 4. 1 / 新規 / 令4. 4. 1,ひ　皮,診療所 / 現存,,,,,,,,,,,,,,

12.0,01-1282-6 / 盛医282,逢坂医院,〒020－0062,盛岡市長田町１０番３２号,019-622-6016,逢坂　宇一,逢坂　宇一,昭57. 8. 1 / 交代 / 令6. 8. 1,ひ　内　外,診療所 / 現存,,,,,,,,,,,,,,

13.0,01-1287-5 / 盛医287,盛岡つなぎ温泉病院,〒020－0055,盛岡市繋字尾入野６４番地９,019-689-2101,特定医療法人盛岡つなぎ温泉病院　理事長　小西　一樹,関　博文,昭57. 11. 1 / 組織変更 / 令6. 11. 1,一般　　 / 一般     48 / 結核　　      2 / 療養 / 療養    120 / 内　神内　呼　外　整外　リハ　アレ　循　脳外,病院 / 療養病床 / 現存,,,,,,,,,,,,,,

14.0,01-1318-8 / 盛医318,恵皮膚科クリニック,〒020－0034,盛岡市盛岡駅前通１５番１６号ＳＳビル３Ｆ,019-624-6200,佐藤　恵,佐藤　恵,昭60. 2. 1 / 新規 / 令6. 2. 1,皮,診療所 / 現存,,,,,,,,,,,,,,

15.0,01-1320-4 / 盛医320,堀皮膚科クリニック,〒020－0016,盛岡市名須川町１９番２４号,019-651-8229,堀　恵二,堀　恵二,昭60. 4. 22 / 新規 / 令6. 4. 22,皮,診療所 / 現存,,,,,,,,,,,,,,

16.0,01-1331-1 / 盛医331, 岩手県立中央病院,〒020－0066,盛岡市上田一丁目４番１号,019-653-1151,岩手県　代表者　県立病院等事業管理者　医療局長　小原　重幸,臼田　昌広,昭62. 3. 1 / 移動 / 令5. 3. 1,一般　　 / 一般    685 / 内　脳神経内科　内分泌糖尿病内科　精　呼内　小　外　整外　脳外　呼外　心外　小外　皮　ひ　産婦　眼　耳い　リハ　放　麻　歯外　病理　形外　循環器内科　消化器内科　消化器外科　血液内科　乳腺内分泌外科　腎臓リウマチ科,病院 / 現存,,,,,,,,,,,,,,

17.0,01-1332-9 / 盛医332,栃内内科医院,〒020－0884,盛岡市神明町１０番３５号,019-624-5277,栃内　秀貴,栃内　秀貴,昭62. 2. 13 / 交代 / 令5. 2. 13,胃　内,診療所 / 現存,,,,,,,,,,,,,,

18.0,01-1333-7 / 盛医333,きくち耳鼻咽喉科医院,〒020－0042,盛岡市新田町９番１５号,019-654-3387,菊池　和彦,菊池　和彦,昭62. 6. 1 / 新規 / 令5. 9. 1,耳い　気食,診療所 / 現存,,,,,,,,,,,,,,

19.0,01-1352-7 / 盛医352,志和眼科,〒020－0066,盛岡市上田一丁目６番４号,019-654-4511,医療法人　正和会　理事長　木村　桂,木村　桂,平元. 7. 1 / 組織変更 / 令4. 7. 1,眼,診療所 / 現存,,,,,,,,,,,,,,

20.0,01-1359-2 / 盛医359,双木整形外科医院,〒020－0121,盛岡市月が丘二丁目５番２３号,019-646-3855,医療法人なみき　理事長　双木　慎,双木　慎,平2. 3. 1 / 組織変更 / 令5. 3. 1,整外　外　リハ,診療所 / 現存,,,,,,,,,,,,,,

21.0,01-1364-2 / 盛医364,えんどう耳鼻咽喉科クリニック,〒020－0133,盛岡市青山三丁目６番３号,019-646-5557,医療法人えんどう耳鼻咽喉科クリニック　理事長　遠藤　芳彦,遠藤　芳彦,平2. 8. 1 / 組織変更 / 令5. 9. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,

22.0,01-1366-7 / 盛医366,もりた整形外科,〒020－0004,盛岡市山岸一丁目３番８号,019-652-5858,医療法人モリタ　理事長　盛田　哲郎,盛田　哲郎,平2. 9. 1 / 組織変更 / 令5. 9. 1,整外　外　リハ,診療所 / 現存,,,,,,,,,,,,,,

23.0,01-1371-7 / 盛医371,三船内科,〒020－0137,盛岡市天昌寺町９番１０号,019-646-2310,医療法人三船内科　理事長　三舩　俊英,三舩　俊英,平3. 1. 1 / 新規 / 令6. 1. 1,内　循環器内科,診療所 / 現存,,,,,,,,,,,,,,

24.0,01-1373-3 / 盛医373,川村内科医院,〒020－0883,盛岡市志家町４番４号,019-651-6677,川村　光郎,川村　光郎,平3. 4. 17 / 交代 / 令6. 4. 17,内　循　呼,診療所 / 現存,,,,,,,,,,,,,,

25.0,01-1377-4 / 盛医377,白沢整形外科医院,〒020－0121,盛岡市月が丘三丁目４０番２８号,019-645-3666,白澤　榮嗣,白澤　榮嗣,平3. 9. 1 / 新規 / 令6. 9. 1,整外　リウ　リハ　外,診療所 / 現存,,,,,,,,,,,,,,

26.0,01-1382-4 / 盛医382,橋本耳鼻咽喉科医院,〒020－0883,盛岡市志家町４番２２号,019-622-1041,医療法人日進堂　理事長　橋本　晃,橋本　晃,平3. 11. 1 / 組織変更 / 平30. 11. 1,耳い　気食,診療所 / 休止,,,,,,,,,,,,,,

27.0,01-1383-2 / 盛医383,臼井循環器呼吸器内科,〒020－0107,盛岡市松園二丁目２番１０号,019-662-9845,医療法人禄三堂　理事長　臼井　康雄,臼井　雄太,平3. 11. 1 / 組織変更 / 令6. 11. 1,内　呼内　小　循環器内科,診療所 / 現存,,,,,,,,,,,,,,

28.0,01-1386-5 / 盛医386,澤田内科医院,〒020－0066,盛岡市上田一丁目６番１１号,019-654-1007,医療法人　純研会　理事長　澤田　哲伸,澤田　哲伸,平3. 12. 1 / 組織変更 / 令3. 12. 1,内,診療所 / 現存,,,,,,,,,,,,,,

29.0,01-1393-1 / 盛医393,都南病院,〒020－0832,盛岡市東見前６地割４０番地１,019-638-7311,医療法人仁医会（財団）　理事長　鹿野　亮一郎,橋本　誠紀,昭39. 10. 10 / 新規 / 令6. 10. 10,精神　　 / 精神    248 / 精　内,病院 / 現存,,,,,,,,,,,,,,

30.0,01-1396-4 / 盛医396,未来の風せいわ病院,〒020－0401,盛岡市手代森９地割７０番地１,019-696-2055,社会医療法人智徳会　理事長　智田　文徳,智田　文徳,昭48. 5. 23 / 新規 / 令6. 5. 23,精神　　 / 精神    267 / 精　内,病院 / 現存,,,,,,,,,,,,,,

31.0,01-1399-8 / 盛医399,川久保病院,〒020－0835,盛岡市津志田２６地割３０番地１,019-635-1305,盛岡医療生活協同組合　理事長　田村　茂,浮田　昭彦,昭48. 7. 1 / 新規 / 令6. 7. 1,一般　　 / 一般     60 / 療養 / 療養     60 / 内　小　整外　眼　リハ　脳内　精　歯　小歯　歯外,病院 / 現存,,,,,,,,,,,,,,

32.0,01-1403-8 / 盛医403,盛岡南病院,〒020－0835,盛岡市津志田１３地割１８番地４,019-638-2020,医療法人社団愛和会　理事長　田中　英治,田中　英治,昭55. 2. 1 / 交代 / 令4. 2. 1,療養　　 / 療養    164 / 内　外　整外　リハ,病院 / 療養病床 / 現存,,,,,,,,,,,,,,

33.0,01-1404-6 / 盛医404,公益財団法人岩手県予防医学協会付属診療所,〒020－0834,盛岡市永井１４地割４２番地,019-638-7185,公益財団法人岩手県予防医学協会　会長　本間　博,田巻　健治,昭55. 10. 1 / 新規 / 令4. 10. 1,内　呼　消　循　脳外　ひ　婦　外　臨床検査科,診療所 / 現存,,,,,,,,,,,,,,

34.0,01-1407-9 / 盛医407,盛岡友愛病院,〒020－0834,盛岡市永井１２地割１０番地,019-638-2222,医療法人友愛会　理事長　佐々木　達哉,佐々木　達哉,昭57. 8. 1 / 新規 / 令6. 8. 1,一般　　 / 一般    386 / 内　脳内　呼内　小　外　整外　形外　呼外　心外　皮　ひ　眼　耳　リハ　放　麻　心内　リウ　アレ　歯　矯歯　小歯　婦　乳腺外科　肛門外科　消化器外科　緩和ケア外科　消化器内科　循環器内科　肝臓内科,病院 / 療養病床 / 現存,,,,,,,,,,,,,,

35.0,01-1413-7 / 盛医413,盛岡赤十字病院,〒020－8560,盛岡市三本柳６地割１番地１,019-637-3111,日本赤十字社　社長　清家　篤,藤原　純,平元. 5. 1 / 新規 / 令4. 5. 1,一般　　 / 一般    354 / 内　呼内　小　外　小外　整外　脳外　皮　ひ　産婦　眼　耳い　放　脳内　リハ　麻　精　病理　緩和ケア外科　消化器内科　循環器内科　血液内科　消化器外科,病院 / 現存,,,,,,,,,,,,,,

36.0,01-1414-5 / 盛医414,小林小児科クリニック,〒020－0831,盛岡市三本柳１１地割１２番地４,019-638-0404,医療法人あすなろ会　理事長　小林　有一,小林　有一,平元. 11. 1 / 新規 / 令4. 11. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,

37.0,01-1416-0 / 盛医416,吉田耳鼻咽喉科医院,〒020－0866,盛岡市本宮二丁目３９番１号,019-636-1187,吉田　幹夫,吉田　幹夫,平4. 5. 1 / 新規 / 令4. 5. 1,耳い　気食,診療所 / 現存,,,,,,,,,,,,,,

38.0,01-1419-4 / 盛医419,小豆嶋胃腸科内科クリニック,〒020－0861,盛岡市仙北三丁目１３番２０号,019-636-1503,医療法人　慶友会　理事長　小豆嶋　立頼,小豆嶋　立頼,平4. 5. 1 / 組織変更 / 令4. 5. 1,消　内　胃,診療所 / 現存,,,,,,,,,,,,,,

39.0,01-1420-2 / 盛医420,亀楽町通クリニック,〒020－0024,盛岡市菜園一丁目５番１９号,019-651-1601,医療法人　真哲会　理事長　小田　真琴,小田　真琴,平4. 5. 1 / 組織変更 / 令4. 5. 1,耳い　歯,診療所 / 現存,,,,,,,,,,,,,,

40.0,01-1422-8 / 盛医422,細井外科医院,〒020－0025,盛岡市大沢川原一丁目１番２号,019-624-2715,医療法人細井外科医院　理事長　細井　義行,細井　義行,平4. 12. 1 / 組織変更 / 令4. 12. 1,一般　　     14 / 外　整外　胃腸内科　肛門外科,診療所 / 現存,,,,,,,,,,,,,,

41.0,01-1423-6 / 盛医423,鈴木内科神経内科,〒020－0111,盛岡市黒石野二丁目９番５８号,019-661-2505,医療法人鈴木内科神経内科　理事長　鈴木　孝輝,鈴木　孝輝,平4. 12. 1 / 組織変更 / 令4. 12. 1,内　神内　心内,診療所 / 現存,,,,,,,,,,,,,,

42.0,01-1430-1 / 盛医430,西島産婦人科医院,〒020－0066,盛岡市上田一丁目１９番１１号,019-624-5855,医療法人緑生会　理事長　西島　光茂,西島　光茂,平5. 4. 1 / 組織変更 / 令5. 9. 1,一般　　      9 / 産婦,診療所 / 現存,,,,,,,,,,,,,,

43.0,01-1431-9 / 盛医431,佐々木皮膚科,〒020－0114,盛岡市高松二丁目３番５０号,019-661-0611,医療法人佐々木皮膚科　理事長　佐々木　豪,佐々木　豪,平5. 4. 1 / 組織変更 / 令5. 9. 1,皮　美容皮膚科,診療所 / 現存,,,,,,,,,,,,,,

44.0,01-1432-7 / 盛医432,西島こどもクリニック,〒020－0066,盛岡市上田一丁目１９番１１号,019-651-1369,医療法人緑生会　理事長　西島　光茂,西島　淺香,平5. 4. 1 / 組織変更 / 令5. 9. 1,小　アレ　児童精神科,診療所 / 現存,,,,,,,,,,,,,,

45.0,01-1435-0 / 盛医435,江村胃腸科内科医院,〒020－0044,盛岡市城西町７番３３号,019-623-4035,医療法人江村胃腸科内科医院　理事長　江村　洋弘,江村　洋弘,平5. 12. 1 / 組織変更 / 令5. 12. 1,内　呼　消　循環器内科　眼　糖尿病代謝内分泌内科,診療所 / 現存,,,,,,,,,,,,,,

46.0,01-1437-6 / 盛医437,旭橋クリニック菊池循環器内科,〒020－0063,盛岡市材木町２番２６号近江ビル３階,019-653-8511,菊池　均,菊池　均,平6. 3. 1 / 新規 / 令6. 3. 1,内　循,診療所 / 現存,,,,,,,,,,,,,,

47.0,01-1442-6 / 盛医442,小笠原眼科クリニック,〒020－0114,盛岡市高松三丁目１０番１２号,019-662-3223,医療法人小笠原眼科クリニック　理事長　小笠原　孝祐,小笠原　孝祐,平6. 9. 1 / 組織変更 / 令6. 9. 1,一般　　      7 / 眼,診療所 / 現存,,,,,,,,,,,,,,

48.0,01-1446-7 / 盛医446,乳腺外科・いしだ外科胃腸科クリニック,〒020－0034,盛岡市盛岡駅前通１４番９号,019-625-8777,石田　茂登男,石田　茂登男,平7. 1. 7 / 新規 / 令4. 1. 7,外　胃　乳腺外科,診療所 / 現存,,,,,,,,,,,,,,

49.0,01-1453-3 / 盛医453,とちない脳神経外科クリニック,〒020－0838,盛岡市津志田中央三丁目１７番１０号,019-637-7000,栃内　秀士,栃内　秀士,平8. 3. 6 / 新規 / 令5. 3. 6,脳外　内　神内　外　整外　リハ,診療所 / 現存,,,,,,,,,,,,,,

50.0,01-1456-6 / 盛医456,さとう胃腸科内科,〒020－0851,盛岡市向中野一丁目１１番２５号,019-635-0789,医療法人さとう胃腸科内科　理事長　佐藤　治,佐藤　治,平8. 5. 1 / 組織変更 / 令5. 9. 1,消　内,診療所 / 現存,,,,,,,,,,,,,,

51.0,01-1465-7 / 盛医465,佐藤内科クリニック,〒020－0022,盛岡市大通三丁目１番２４号第三菱和ビル４階,019-626-1115,佐藤　公也,佐藤　公也,平9. 6. 5 / 新規 / 令6. 6. 5,内　消　糖尿病代謝内科,診療所 / 現存,,,,,,,,,,,,,,

52.0,01-1466-5 / 盛医466,駒ケ嶺リウマチ整形外科クリニック,〒020－0034,盛岡市盛岡駅前通９番１０号丸善ビル３階,019-622-1121,駒ケ嶺　正隆,駒ケ嶺　正隆,平9. 7. 1 / 新規 / 令6. 7. 1,整外　リウ　外　リハ,診療所 / 現存,,,,,,,,,,,,,,

53.0,01-1471-5 / 盛医471,松園第二病院,〒020－0103,盛岡市西松園三丁目２２番３号,019-662-0100,医療法人共生会　理事長　平澤　大,平澤　大,平9. 9. 1 / 組織変更 / 令6. 9. 1,一般　　 / 一般     59 / 療養 / 療養     30 / 内　消化器内科　循環器内科　糖尿病・内分泌内科　脳内　整外　リウ　耳い　呼内,病院 / 療養病床 / 現存,,,,,,,,,,,,,,

54.0,01-1480-6 / 盛医480,坂東内科クリニック,〒020－0025,盛岡市大沢川原一丁目３番１７号,019-621-7227,坂東　武志,坂東　武志,平10. 2. 2 / 新規 / 令4. 2. 2,内　呼　アレ,診療所 / 現存,,,,,,,,,,,,,,

55.0,01-1481-4 / 盛医481,せいの眼科クリニック,〒020－0871,盛岡市中ノ橋通一丁目４番２０号　水晶堂ビル３階,019-622-9595,清野　雅子,清野　雅子,平10. 3. 2 / 新規 / 令4. 3. 2,眼,診療所 / 現存,,,,,,,,,,,,,,

56.0,01-1484-8 / 盛医484,二宮内科クリニック,〒020－0013,盛岡市愛宕町２番４７号,019-621-8181,医療法人　敬星会　理事長　二宮　一見,二宮　一見,平10. 5. 21 / 新規 / 令4. 5. 21,内　呼内　リウ　消化器内科　循環器内科　糖尿病内科,診療所 / 現存,,,,,,,,,,,,,,

57.0,01-1487-1 / 盛医487,岩本クリニック,〒020－0034,盛岡市盛岡駅前通３番６３号第二甚ビル２Ｆ,019-625-3134,岩本　博満,岩本　博満,平10. 8. 1 / 移動 / 令4. 8. 1,精　心内,診療所 / 現存,,,,,,,,,,,,,,

58.0,01-1489-7 / 盛医489,よしだクリニック,〒020－0864,盛岡市西仙北一丁目３０番５０－１０３号,019-635-8341,医療法人よしだクリニック　理事長　吉田　信一,吉田　信一,平10. 9. 1 / 組織変更 / 令4. 9. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,

59.0,01-1491-3 / 盛医491,加藤アイクリニック,〒020－0011,盛岡市三ツ割五丁目７番１１号,019-665-0020,加藤　宗彦,加藤　宗彦,平10. 10. 18 / 新規 / 令4. 10. 18,眼,診療所 / 現存,,,,,,,,,,,,,,

60.0,01-1492-1 / 盛医492,みうら小児科医院,〒020－0816,盛岡市中野一丁目１６番１０号,019-622-9591,三浦　義孝,三浦　義孝,平10. 10. 1 / 移動 / 令4. 10. 1,小　アレ,診療所 / 現存,,,,,,,,,,,,,,

61.0,01-1498-8 / 盛医498,はしもと眼科クリニック,〒020－0133,盛岡市青山二丁目２３番２１号,019-648-3000,橋本　真生,橋本　真生,平11. 1. 12 / 新規 / 令5. 1. 12,眼,診療所 / 現存,,,,,,,,,,,,,,

62.0,01-1500-1 / 盛医500,智田医院,〒020－0016,盛岡市名須川町２０番１５号,019-626-6060,智田　総徳,智田　総徳,平11. 4. 1 / 新規 / 令5. 9. 1,心内　内　精,診療所 / 現存,,,,,,,,,,,,,,

63.0,01-1502-7 / 盛医502,森谷医院,〒020－0114,盛岡市高松三丁目１１番２９号,019-663-1247,森谷　耕太郎,森谷　耕太郎,平11. 6. 1 / 新規 / 令5. 9. 1,内　呼　消　循,診療所 / 現存,,,,,,,,,,,,,,

64.0,01-1505-0 / 盛医505,盛岡市立病院,〒020－0866,盛岡市本宮五丁目１５番１号,019-635-0101,盛岡市病院事業管理者　加藤　章信,加藤　章信,平11. 7. 1 / 移動 / 令5. 9. 1,一般　　 / 一般    180 / 一般（感染） / 感染      8 / 精神 / 精神     80 / 内　脳内　外　整外　皮　ひ　眼　婦　放　麻　歯　脳外　呼内　消化器内科　循環器内科　糖尿病代謝内科　腎臓内科　神経精神科,病院 / 現存,,,,,,,,,,,,,,

65.0,01-1507-6 / 盛医507,船山内科クリニック,〒020－0877,盛岡市下ノ橋町４番１５号,019-606-0812,佐藤　由香子,佐藤　由香子,平11. 9. 8 / 新規 / 令5. 9. 8,内　呼　アレ,診療所 / 現存,,,,,,,,,,,,,,

66.0,01-1510-0 / 盛医510,内科クリニックすずき,〒020－0105,盛岡市北松園二丁目１５番４号,019-662-2888,鈴木　康之,鈴木　康之,平11. 11. 25 / 新規 / 令5. 11. 25,内　神内　呼　胃　循　心内　アレ　小,診療所 / 現存,,,,,,,,,,,,,,

67.0,01-1512-6 / 盛医512,くどう医院,〒020－0127,盛岡市前九年三丁目１６番１５号,019-647-3251,工藤　卓次,工藤　卓次,平12. 1. 5 / 交代 / 令6. 1. 5,内　外　ひ,診療所 / 現存,,,,,,,,,,,,,,

68.0,01-1514-2 / 盛医514,金子胃腸科内科,〒020－0403,盛岡市乙部１３地割１３５番地３,019-696-2012,医療法人糖友会　理事長　金子　博純,金子　博純,平12. 2. 1 / 組織変更 / 令6. 2. 1,内　胃　糖尿病内科,診療所 / 現存,,,,,,,,,,,,,,

69.0,01-1520-9 / 盛医520,もりおか静眠堂医院,〒020－0034,盛岡市盛岡駅前通９番５号ＳＥＩＫＯＵビル２階,019-604-3377,櫻井　伴子,櫻井　伴子,平12. 8. 8 / 新規 / 令6. 8. 8,一般　　      2 / 内　呼　循　形外　皮　アレ,診療所 / 現存,,,,,,,,,,,,,,

70.0,01-1521-7 / 盛医521,鎌田内科クリニック,〒020－0866,盛岡市本宮二丁目２０番１号,019-636-1725,医療法人久遠会　理事長　鎌田　広基,鎌田　広基,平12. 10. 1 / 移動 / 令6. 10. 1,内　循環器内科　消化器内科,診療所 / 療養病床 / 現存,,,,,,,,,,,,,,

71.0,01-1522-5 / 盛医522,菊池整形外科・形成外科クリニック,〒020－0875,盛岡市清水町５番２２号,019-606-5100,菊池　正知,菊池　正知,平12. 10. 18 / 新規 / 令6. 10. 18,整外　形外　リハ　リウ,診療所 / 現存,,,,,,,,,,,,,,

72.0,01-1523-3 / 盛医523,今井産婦人科内科クリニック,〒020－0877,盛岡市下ノ橋町１番５号,019-623-4881,今井　俊彦,今井　俊彦,平12. 10. 1 / 交代 / 令6. 10. 1,一般　　 / 一般     10 / 産婦　内　麻,診療所 / 現存,,,,,,,,,,,,,,

73.0,01-1525-8 / 盛医525,水沼内科循環器クリニック,〒020－0021,盛岡市中央通二丁目１１番１２号,019-604-8002,水沼　吉美,水沼　吉美,平12. 12. 8 / 新規 / 令6. 12. 8,内　呼　循,診療所 / 現存,,,,,,,,,,,,,,

74.0,01-1526-6 / 盛医526,岡田消化器科内科医院,〒020－0875,盛岡市清水町３番５号,019-622-4266,医療法人健育会　理事長　岡田　健男,岡田　健男,平13. 1. 1 / 組織変更 / 令7. 1. 1,消　内,診療所 / 現存,,,,,,,,,,,,,,

75.0,01-1528-2 / 盛医528,中村・北條クリニック,〒020－0864,盛岡市西仙北一丁目３２番１５号,019-636-3555,北條　浩昭,北條　浩昭,平13. 3. 15 / 新規 / 令7. 3. 15,,,,,,,,,皮　歯　歯外,診療所 / 現存,,,,,,,,,,,,,,

76.0,01-1529-0 / 盛医529,吉田小児科,〒020－0064,盛岡市梨木町２番１３号,019-652-1861,吉田　研一,吉田　研一,平13. 3. 26 / 交代 / 令7. 3. 26,小,診療所 / 現存,,,,,,,,,,,,,,

77.0,01-1534-0 / 盛医534,中島内科クリニック,〒020－0121,盛岡市月が丘二丁目８番３０号,019-646-1903,中島　淳,中島　淳,平13. 12. 10 / 新規 / 令元. 12. 10,循環器内科　呼内　糖尿病内科　内,診療所 / 現存,,,,,,,,,,,,,,

78.0,01-1538-1 / 盛医538,医療法人　杉の子会　マリオス小林内科クリニック,〒020－0045,盛岡市盛岡駅西通二丁目９番１号　マリオス１１階,019-621-5222,医療法人　杉の子会　理事長　小林　仁,小林　仁,平14. 3. 1 / 組織変更 / 令2. 3. 1,内　呼　リウ　アレ　リハ,診療所 / 現存,,,,,,,,,,,,,,

79.0,01-1542-3 / 盛医542,大屋内科胃腸科クリニック,〒020－0132,盛岡市西青山一丁目１６番４３号,647-3255,大屋　敬一郎,大屋　敬一郎,平14. 4. 1 / 交代 / 令2. 4. 1,内　胃,診療所 / 現存,,,,,,,,,,,,,,

80.0,01-1548-0 / 盛医548,谷藤眼科医院,〒020－0127,盛岡市前九年二丁目２番３８号,019-646-2227,医療法人　泰明会　理事長　谷藤　典子,谷藤　典子,平14. 8. 1 / 組織変更 / 令2. 8. 1,一般　　 / 一般     19 / 眼,診療所 / 現存,,,,,,,,,,,,,,

81.0,01-1550-6 / 盛医550,児島内科医院,〒020－0122,盛岡市みたけ三丁目１１番３６号,019-641-3310,医療法人　敬心会　理事長　児島　陽一,児島　陽一,平14. 9. 1 / 組織変更 / 令2. 9. 1,内,診療所 / 現存,,,,,,,,,,,,,,

82.0,01-1555-5 / 盛医555,二井耳鼻咽喉科医院,〒020－0807,盛岡市加賀野四丁目１６番１２号,019-606-0033,二井　一成,二井　一成,平14. 11. 1 / 新規 / 令2. 11. 1,耳い,診療所 / 現存,,,,,,,,,,,,,,

83.0,01-1561-3 / 盛医561,えいづか内科胃腸科クリニック,〒020－0117,盛岡市緑が丘四丁目１番７号,019-663-7788,医療法人えいづか内科胃腸科クリニック　理事長　永塚　健,永塚　健,平15. 3. 1 / 組織変更 / 令3. 3. 1,内　胃,診療所 / 現存,,,,,,,,,,,,,,

84.0,01-1562-1 / 盛医562,鈴木肛門外科・守口内科,〒020－0016,盛岡市名須川町１６番１４号,019-624-0405,医療法人仁済会　理事長　鈴木　俊輔,鈴木　俊輔,平15. 3. 1 / 組織変更 / 令3. 3. 1,一般　　 / 一般      6 / 肛門外科　内　呼内　アレ,診療所 / 現存,,,,,,,,,,,,,,

85.0,01-1570-4 / 盛医570,くろだ皮膚科クリニック,〒020－0884,盛岡市神明町１０番３８号,019-654-0212,医療法人卯槌　理事長　黒田　啓美,黒田　啓美,平15. 8. 1 / 移動 / 令3. 8. 1,皮,診療所 / 現存,,,,,,,,,,,,,,

86.0,01-1574-6 / 盛医574,中村内科医院,〒020－0886,盛岡市若園町２番５号,019-622-7103,中村　義明,中村　義明,平16. 1. 1 / 交代 / 令4. 1. 1,内　胃腸科内科　循環器内科　呼吸器内科,診療所 / 現存,,,,,,,,,,,,,,

87.0,01-1578-7 / 盛医578,ブレスト齊藤外科クリニック,〒020－0866,盛岡市本宮六丁目１７番６号,019-631-3770,齊藤　純一,齊藤　純一,平16. 2. 16 / 新規 / 令4. 2. 16,外　内　皮　こう　麻　乳腺外科,診療所 / 現存,,,,,,,,,,,,,,

88.0,01-1584-5 / 盛医584,村田小児科医院,〒020－0885,盛岡市紺屋町３番４号,019-622-7132,村田　淳,村田　淳,平16. 5. 1 / 交代 / 令4. 5. 1,小,診療所 / 現存,,,,,,,,,,,,,,

