id,code,name,address,prefecture,tel,corporation,director,established,bed_type_and_count,facility_type,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
11.0,0211452,ます皮膚科医院,〒986－0866,宮城県石巻市茜平１－４－１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 1 / (医　　　　 1),0225-93-3737,医療法人社団医眞会　理事長　舛　貴志,舛　貴志 / 移転 / 令5. 9. 1,平23. 9. 1,皮 / 現存,診療所,,,,,,,,,,,,,,
12.0,0211478,高橋消化器内科,〒986－0827,石巻市千石町　２－５ / 常　勤:　　　 1 / (医　　　　 1),0225-95-1621,医療法人高橋消化器内科　理事長　高橋　邦広,高橋　邦広 / 組織変更 / 令5. 1. 1,平2. 1. 1,内　消 / 現存,診療所,,,,,,,,,,,,,,
13.0,0211486,相沢泌尿器科医院,〒986－0834,石巻市門脇町　１－５－１８ / 常　勤:　　　 1 / (医　　　　 1),0225-22-2901,医療法人相沢泌尿器科医院　理事長　相沢正孝,相沢　正孝 / 組織変更 / 令5. 9. 1,平2. 8. 1,ひ / 現存,診療所,,,,,,,,,,,,,,
14.0,0211551,東海林内科胃腸科,〒986－0853,石巻市門脇字二番谷地　１３－５６２ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0225-96-2823,医療法人瑞穂会　理事長　東海林建一,東海林　建一 / 組織変更 / 令6. 8. 1,平3. 8. 1,内　消 / 現存,診療所,,,,,,,,,,,,,,
15.0,0211569,医療法人社団　健育会　石巻健育会病院,〒986－0859,石巻市大街道西３－３－２７ / 常　勤:　　　 7 / (医　　　　 7) / 非常勤:　　　22 / (医　　　　21) / (薬　　　　 1),0225-94-9195,医療法人社団健育会　理事長　竹川節男,永野　功 / 移転 / 令3. 4. 1,平27. 4. 1 / 療養　　    116 / 内　神内　循　リハ,一般　　     52 / 現存,病院,,,,,,,,,,,,,,
16.0,0211619,医療法人社団上石内科クリニック,〒986－0871,石巻市清水町　１－７－１２ / 常　勤:　　　 1 / (医　　　　 1),0225-22-2602,医療法人社団上石内科クリニック　理事長　上石　恵一,上石　恵一 / 組織変更 / 令4. 4. 1,平4. 4. 1,内 / 現存,診療所,,,,,,,,,,,,,,
17.0,0211635,鈴木皮膚科医院,〒986－0016,石巻市八幡町　２－５－１６ / 常　勤:　　　 1 / (医　　　　 1),0225-22-3572,医療法人社団鈴木皮膚科医院　理事長　鈴木明宏,鈴木　明宏 / 組織変更 / 令5. 1. 1,平5. 1. 1,皮 / 現存,診療所,,,,,,,,,,,,,,
18.0,0211692,医療法人社団かづま内科クリニック,〒986－0042,石巻市鹿妻南１－１３－１６ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 1 / (医　　　　 1),0225-96-7700,医療法人社団かづま内科クリニック　理事長　江波戸郁子,片倉　恒徳 / 組織変更 / 令6. 1. 1,平6. 1. 1,内　胃　心内　精 / 現存,診療所,,,,,,,,,,,,,,
19.0,0211734,池田整形外科医院,〒986－0861,石巻市蛇田字東道下　４８－１ / 常　勤:　　　 1 / (医　　　　 1),0225-23-2111,医療法人池田整形外科医院　理事長　池田理一郎,池田　理一郎 / 組織変更 / 令5. 1. 1,平8. 1. 1,整外 / 現存,診療所,,,,,,,,,,,,,,
20.0,0211742,古山内科・循環器科,〒986－0811,石巻市元倉　１－９－９－８ / 常　勤:　　　 1 / (医　　　　 1),0225-23-0221,医療法人古山内科循環器科　理事長　古山元之,古山　元之 / 組織変更 / 令5. 1. 1,平8. 1. 1,内　循環器内科　呼吸器内科 / 現存,診療所,,,,,,,,,,,,,,
21.0,0211767,宮城クリニック,〒986－0815,石巻市中里　７－３－３５ / 常　勤:　　　 1 / (医　　　　 1),0225-22-5410,宮城　秀晃,宮城　秀晃 / 新規 / 令6. 5. 1,平9. 5. 1,精　内 / 現存,診療所,,,,,,,,,,,,,,
22.0,0211775,大街道もり眼科医院,〒986－0859,石巻市大街道西２－１－２６ / 常　勤:　　　 3 / (医　　　　 3),0225-23-3434,医療法人天悠会　理事長　森秀行,森　秀行 / 組織変更 / 令6. 7. 1,平9. 7. 1 / 眼,一般　　        / 現存,診療所,,,,,,,,,,,,,,
23.0,0211809,阿部こどもクリニック,〒986－0827,石巻市千石町　６－１１ / 常　勤:　　　 1 / (医　　　　 1),0225-22-1152,医療法人阿部こどもクリニック　理事長　阿部淳一郎,阿部　淳一郎 / 組織変更 / 令4. 1. 1,平10. 1. 1,小 / 現存,診療所,,,,,,,,,,,,,,
24.0,0211817,医療法人あべクリニック産科婦人科,〒986－0859,石巻市大街道西２－１－８０ / 常　勤:　　　 1 / (医　　　　 1),0225-22-3322,医療法人あべクリニック産科婦人科　理事長　阿部　雄悟,阿部　雄悟 / 組織変更 / 令4. 1. 1,平10. 1. 1 / 産婦,一般　　     17 / 現存,診療所,,,,,,,,,,,,,,
25.0,0211825,伊藤内科クリニック,〒986－0815,石巻市中里　２－１２－１ / 常　勤:　　　 1 / (医　　　　 1),0225-96-6372,医療法人社団伊藤内科クリニック　理事長　伊藤健一,伊藤　健一 / 組織変更 / 令4. 1. 1,平10. 1. 1,内　循 / 現存,診療所,,,,,,,,,,,,,,
26.0,0211833,久門医院,〒986－2104,石巻市垂水町　３－６－１ / 常　勤:　　　 1 / (医　　　　 1),0225-97-4141,医療法人明尚会　理事長　久門俊勝,久門　俊勝 / 組織変更 / 令4. 1. 1,平10. 1. 1,内 / 現存,診療所,,,,,,,,,,,,,,
27.0,0211841,駅前北きし内科クリニック,〒986－0813,石巻市駅前北通り１丁目１４番２１号 / 常　勤:　　　 1 / (医　　　　 1),0225-95-3123,医療法人きし内科クリニック　理事長　岸　幹夫,岸　幹夫 / 移転 / 令7. 3. 1,平25. 3. 1,消化器内科　呼内　循環器内科　内 / 現存,診療所,,,,,,,,,,,,,,
28.0,0211858,医療法人　中山こどもクリニック,〒986－0815,石巻市中里　３－４－２７ / 常　勤:　　　 1 / (医　　　　 1),0225-95-4121,医療法人中山こどもクリニック　理事長　中山孝之,中山　孝之 / 組織変更 / 令4. 1. 1,平10. 1. 1,小 / 現存,診療所,,,,,,,,,,,,,,
29.0,0211965,かわらだ内科・胃大腸クリニック,〒986－0826,石巻市鋳銭場　１－１０ / 常　勤:　　　 1 / (医　　　　 1),0225-21-5335,医療法人社団　かわらだ内科・胃大腸クリニック　理事長　川原田　博章,川原田　博章 / 組織変更 / 令6. 7. 1,平12. 7. 1,内　胃 / 現存,診療所,,,,,,,,,,,,,,
30.0,0211973,佐久間眼科小児科医院,〒986－0016,石巻市八幡町　１－３－２２ / 常　勤:　　　 2 / (医　　　　 2),0225-92-7651,医療法人　佐久間眼科小児科医院　理事長　佐久間　健彦,佐久間　健彦 / 移転 / 令6. 9. 1,平12. 9. 1 / 眼　小,現存,診療所,,,,,,,,,,,,,,
31.0,0212013,こばやし医院,〒986－0861,石巻市蛇田字南経塚　７－３ / 常　勤:　　　 2 / (医　　　　 2),0225-22-0789,医療法人　こばやし医院　理事長　小林　隆夫,小林　隆夫 / 組織変更 / 令2. 1. 1,平14. 1. 1 / 内　呼,一般　　     19 / 現存,診療所,,,,,,,,,,,,,,
32.0,0212039,佐藤内科医院,〒986－0861,宮城県石巻市茜平４－１０４ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 2 / (医　　　　 2),0225-22-3020,医療法人清芳会　理事長　佐藤　清壽,佐藤　清壽 / 移転 / 令5. 11. 1,平23. 11. 1,内　小　消　循 / 現存,診療所,,,,,,,,,,,,,,
33.0,0212047,やまもと産婦人科,〒986－0854,石巻市大街道北１－３－１５ / 常　勤:　　　 1 / (医　　　　 1),0225-93-7000,山本　博尚,山本　博尚 / 新規 / 令3. 4. 1,平15. 4. 1,産婦　内 / 現存,診療所,,,,,,,,,,,,,,
34.0,0212070,大街道じゅんクリニック,〒986－0854,石巻市大街道北３－４－９７ / 常　勤:　　　 1 / (医　　　　 1),0225-92-1092,医療法人社団大樹会　理事長　千葉　淳,千葉　淳 / 組織変更 / 令4. 7. 1,平16. 7. 1,内　小 / 現存,診療所,,,,,,,,,,,,,,
35.0,0212096,舘田耳鼻咽喉科医院,〒986－0101,石巻市相野谷字旧屋敷　１５０ / 常　勤:　　　 1 / (医　　　　 1),0225-62-3036,舘田　要,舘田　要 / 新規 / 令4. 4. 1,昭49. 4. 1 / 耳い　気食,一般　　        / 休止,診療所,,,,,,,,,,,,,,
36.0,0212112,成田医院,〒986－0101,石巻市相野谷字飯野川町　１２２ / 常　勤:　　　 1 / (医　　　　 1),0225-62-3221,医療法人　光義会　理事長　成田　満義,成田　満義 / 組織変更 / 令2. 1. 1,平14. 1. 1,内　小 / 現存,診療所,,,,,,,,,,,,,,
37.0,0212146,中川内科外科医院,〒987－1101,石巻市前谷地字横須賀　１０３－７ / 常　勤:　　　 1 / (医　　　　 1),0225-72-2123,医療法人社団中川内科外科医院　理事長　中川久明,中川　久明 / 組織変更 / 令5. 1. 1,平2. 1. 1,内　外 / 現存,診療所,,,,,,,,,,,,,,
38.0,0212161,佐々木医院,〒987－1102,石巻市和渕字和渕町　８６ / 常　勤:　　　 1 / (医　　　　 1),0225-72-3122,佐々木　俊,佐々木　俊 / 交代 / 令5. 12. 28,平11. 12. 28,小　内 / 現存,診療所,,,,,,,,,,,,,,
39.0,0212179,紫桃内科医院,〒986－1111,石巻市鹿又字伊勢前　５３ー２ / 常　勤:　　　 1 / (医　　　　 1),0225-75-2325,医療法人社団　千裕会　理事長　紫桃　正裕,紫桃　正裕 / 組織変更 / 令7. 1. 1,平13. 1. 1,内　消　循　呼　小 / 現存,診療所,,,,,,,,,,,,,,
40.0,0212187,医療法人　簡野医院,〒986－1111,石巻市鹿又字八幡前　１７－４ / 常　勤:　　　 2 / (医　　　　 2),0225-74-2244,医療法人簡野医院　理事長　簡野　整毅,簡野　泰裕 / 組織変更 / 令5. 1. 1,平17. 1. 1,内　小 / 現存,診療所,,,,,,,,,,,,,,
41.0,0212229,医療法人社団信和会　ものうファミリークリニック,〒986－0313,石巻市桃生町中津山字八木１６７番地の４ / 常　勤:　　　 2 / (医　　　　 2),0225-76-4024,医療法人社団信和会　理事長　河野　秀信,河野　秀信 / 移転 / 令3. 10. 13,平21. 10. 13,小　内 / 現存,診療所,,,,,,,,,,,,,,
42.0,0212237,ものう眼科クリニック,〒986－0313,石巻市桃生町中津山字四軒前　７０－１ / 常　勤:　　　 1 / (医　　　　 1),0225-79-1388,河野　政信,河野　政信 / 組織変更 / 令5. 9. 1,平17. 4. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
43.0,0212245,網小医院,〒986－2525,石巻市長渡浜杉　１３ー３ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 9 / (医　　　　 9),0225-49-2033,医療法人陽気会　理事長　木内　信二,友田　燁夫 / 新規 / 令5. 9. 1,平11. 9. 1,内　外　整外　脳外　ひ / 現存,診療所,,,,,,,,,,,,,,
44.0,0212278 / (0231027),石巻市立牡鹿病院,〒986－2523,石巻市鮎川浜清崎山　７ / 常　勤:　　　 4 / (医　　　　 2) / (歯　　　　 1) / (薬　　　　 1) / 非常勤:　　　43 / (医　　　　43),0225-45-3185,石巻市長　齋藤　正美,阿部　康二 / 新規 / 令5. 9. 1,平17. 4. 1 / 一般     25 / 内　外　歯,一般　　 / 療養病床 / 現存,病院,,,,,,,,,,,,,,
45.0,0212294,石巻市橋浦診療所,〒986－0202,石巻市北上町橋浦字大須　２１５ / 常　勤:　　　 1 / (医　　　　 1),0225-67-2051,石巻市長　齋藤　正美,只野　光一 / 新規 / 令5. 9. 1,平17. 4. 1,内　小 / 現存,診療所,,,,,,,,,,,,,,
46.0,0212310,石巻市田代診療所,〒986－0023,石巻市田代浜字仁斗田　１２６ / 常　勤:　　　 1 / (医　　　　 1),0225-98-2005,石巻市長　齋藤　正美,佐藤　仁人 / 新規 / 令5. 9. 1,平17. 4. 1,内 / 現存,診療所,,,,,,,,,,,,,,
47.0,0212351,石巻市寄磯診療所,〒986－2404,石巻市寄磯浜赤島２－１ / 常　勤:　　　 1 / (医　　　　 1),0225-48-2111,石巻市長　齋藤　正美,伊勢　秀雄 / 移転 / 令4. 1. 19,平28. 1. 19,内　外　神内　循 / 現存,診療所,,,,,,,,,,,,,,
48.0,0212377,あいかわ小児クリニック,〒986－0865,石巻市丸井戸３－４－１０ / 常　勤:　　　 2 / (医　　　　 2),0225-92-8805,医療法人社団遥純会　理事長　相川純一郎,相川　純一郎 / 組織変更 / 平30. 1. 1,平18. 1. 1,小 / 休止,診療所,,,,,,,,,,,,,,
49.0,0212385,亀田内科皮膚科クリニック,〒986－0856,石巻市大街道南５－４－３１ / 常　勤:　　　 2 / (医　　　　 2),0225-95-6118,亀田　智統,亀田　智統 / 新規 / 令6. 2. 1,平18. 2. 1,内　胃　外　皮　アレ / 現存,診療所,,,,,,,,,,,,,,
50.0,0212393,医療法人清芳会中浦内科医院,〒986－0847,石巻市中浦１－２－１１１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 2 / (医　　　　 2),0225-21-7551,医療法人清芳会　理事長　佐藤清壽,佐藤　純 / 新規 / 令6. 4. 1,平18. 4. 1,内　小　胃　循 / 現存,診療所,,,,,,,,,,,,,,
51.0,0212427,医療法人社団箕田内科クリニック,〒986－0863,石巻市向陽町２－１－１９ / 常　勤:　　　 2 / (医　　　　 2),0225-96-5252,医療法人社団箕田内科クリニック　理事長　箕田　紳一郎,箕田　紳一郎 / 組織変更 / 令7. 1. 1,平19. 1. 1,内　循環器内科 / 現存,診療所,,,,,,,,,,,,,,
52.0,0212435,佐藤みみはなのどクリニック,〒986－0867,石巻市わかば２－５－５ / 常　勤:　　　 1 / (医　　　　 1),0225-22-3387,医療法人社団　吉萌会　理事長　佐藤　三吉,佐藤　三吉 / 移転 / 令6. 2. 1,平24. 2. 1,耳い　アレ　気食 / 現存,診療所,,,,,,,,,,,,,,
53.0,0212443,鈴木整形外科クリニック,〒986－0043,石巻市鹿妻北１－６－１５ / 常　勤:　　　 1 / (医　　　　 1),0225-92-7707,医療法人鈴木整形外科クリニック　理事長　鈴木　廣,鈴木　廣 / 組織変更 / 令7. 1. 1,平19. 1. 1,整外　リハ / 現存,診療所,,,,,,,,,,,,,,
54.0,0212450,櫻井内科クリニック,〒987－1222,石巻市広渕字町北７０－１ / 常　勤:　　　 1 / (医　　　　 1),0225-73-3811,医療法人桃桜会　理事長　桜井　忠実,桜井　忠実 / 組織変更 / 令7. 1. 1,平19. 1. 1,内　胃　小 / 現存,診療所,,,,,,,,,,,,,,
55.0,0212468,医療法人啓仁会石巻ロイヤル病院,〒987－1222,石巻市広渕字焼巻２ / 常　勤:　　　14 / (医　　　　10) / (薬　　　　 4) / 非常勤:　　　33 / (医　　　　33),0225-73-5888,医療法人啓仁会　理事長　矢吹　甚吾,石橋　清人 / 新規 / 令元. 9. 1,平19. 9. 1 / 療養　　    170 / 内　リウ　消　循　整外　外　婦　リハ　神内,一般　　     60 / 現存,病院,,,,,,,,,,,,,,
56.0,0212484,なかがわ眼科,〒986－0868,石巻市恵み野５－１０－４１ / 常　勤:　　　 1 / (医　　　　 1),0225-92-0211,中川　陽一,中川　陽一 / 新規 / 令2. 5. 1,平20. 5. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
57.0,0212518,しらゆりクリニック,〒986－0861,石巻市蛇田字新立野３３０番地２ / 常　勤:　　　 1 / (医　　　　 1),0225-22-3717,高屋　りさ,高屋　りさ / 新規 / 令3. 8. 1,平21. 8. 1,婦 / 現存,診療所,,,,,,,,,,,,,,
58.0,0212534,医療法人海邦会　鹿島記念病院,〒987－1222,石巻市広渕字長山１００番地 / 常　勤:　　　 3 / (医　　　　 3) / 非常勤:　　　13 / (医　　　　13),0225-73-2420,医療法人海邦会　理事長　上妻　隆昌,木村　勤 / 交代 / 令4. 3. 1,平22. 3. 1 / 精　心内,精神　　    113 / 現存,病院,,,,,,,,,,,,,,
59.0,0212559,いしのまき矢吹クリニック,〒986－0805,石巻市大橋三丁目２番７ / 常　勤:　　　 1 / (医　　　　 1),0225-21-6117,医療法人アイワイシー　理事長　矢吹　法孝,矢吹　法孝 / 組織変更 / 令4. 3. 1,平22. 3. 1,内　消　心内 / 現存,診療所,,,,,,,,,,,,,,
60.0,0212567,診療所　在宅医療,〒986－0854,石巻市大街道北三丁目６番７２号 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 5 / (医　　　　 5),0225-98-6255,佐藤　保生,佐藤　保生 / 新規 / 令4. 4. 1,平22. 4. 1,内 / 現存,診療所,,,,,,,,,,,,,,
61.0,0212575,栗原医院,〒986－0314,石巻市桃生町寺崎字舟場前２３－１ / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　 2 / (医　　　　 2),0225-76-4170,医療法人社団博愛仁志会　理事長　栗原　洋志,栗原　洋志 / 組織変更 / 令4. 8. 1,平22. 8. 1 / 療養　　     10 / 内　外　整外,一般　　      9 / 現存,診療所,,,,,,,,,,,,,,
62.0,0212591,いとう心療クリニック,〒986－0815,石巻市中里２－１２－２６ / 常　勤:　　　 1 / (医　　　　 1),0225-98-3201,医療法人社団伊藤内科クリニック　理事長　伊藤　健一,伊藤　健太郎 / 新規 / 令4. 11. 1,平22. 11. 1,精　心内 / 現存,診療所,,,,,,,,,,,,,,
63.0,0212625,あらい脳神経外科クリニック,〒986－0861,石巻市蛇田字下中埣２７－２７ / 常　勤:　　　 1 / (医　　　　 1),0225-98-3671,荒井　啓史,荒井　啓史 / 新規 / 令5. 6. 1,平23. 6. 1,脳外 / 現存,診療所,,,,,,,,,,,,,,
64.0,0212641,祐ホームクリニック石巻,〒986－0867,石巻市わかば２－１３－５ / 常　勤:　　　 3 / (医　　　　 3) / 非常勤:　　　10 / (医　　　　10),050-3777-2177,医療法人社団鉄祐会　理事長　武藤　真祐,伊藤　智宏 / 移転 / 令3. 6. 1,平27. 6. 1,内 / 現存,診療所,,,,,,,,,,,,,,
65.0,0212708,まだらめ内科医院,〒986－0867,石巻市わかば２－１－５ / 常　勤:　　　 1 / (医　　　　 1),0225-24-9133,班目　仁,班目　仁 / 新規 / 令6. 3. 1,平24. 3. 1,内　神内 / 現存,診療所,,,,,,,,,,,,,,
66.0,0212773,茜平クリニック,〒986－0866,石巻市茜平２－２－１７ / 常　勤:　　　 1 / (医　　　　 1),0225-98-5108,佐藤　尊厳,佐藤　尊厳 / 新規 / 令4. 5. 10,平28. 5. 10,内　循環器内科 / 現存,診療所,,,,,,,,,,,,,,
67.0,0212781,よしろう内科,〒986－0821,石巻市住吉町１－８－４６ / 常　勤:　　　 1 / (医　　　　 1),0225-22-3277,医療法人桐葉会　理事長　千葉　淑朗,千葉　淑朗 / 組織変更 / 令4. 7. 1,平28. 7. 1,内　胃　循　呼内　アレ　腎臓内科　糖尿病内科 / 現存,診療所,,,,,,,,,,,,,,
68.0,0212799,石巻市立病院,〒986－0825,石巻市穀町１５－１ / 常　勤:　　　22 / (医　　　　22),0225-25-5555,石巻市長　齋藤　正美,椎葉　健一 / 新規 / 令4. 9. 1,平28. 9. 1 / 一般    140 / 療養 / 療養     40 / 内　外　整外　麻　リハ　眼　耳い　放　皮　消化器内科　循環器内科　緩和ケア内科,一般　　 / 現存,病院,,,,,,,,,,,,,,
69.0,0212807,土井眼科クリニック,〒986－0878,石巻市新橋３－１１ / 常　勤:　　　 1 / (医　　　　 1),0225-25-7315,土井　洋,土井　洋 / 新規 / 令4. 11. 1,平28. 11. 1,眼 / 現存,診療所,,,,,,,,,,,,,,
70.0,0212815,石巻市夜間急患センター,〒986－0861,石巻市蛇田字西道下７１ / 常　勤:　　　 2 / (医　　　　 2),0225-94-5111,石巻市長　齋藤　正美,佐藤　仁人 / 移転 / 令4. 12. 1,平28. 12. 1,内　外　小 / 現存,診療所,,,,,,,,,,,,,,
71.0,0212823,石巻市雄勝診療所,〒986－1332,石巻市雄勝町小島字和田１２３ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 3 / (医　　　　 3),0225-25-7641,石巻市長　齋藤　正美,末永　拓郎 / 移転 / 令5. 1. 16,平29. 1. 16,内　外　整外 / 現存,診療所,,,,,,,,,,,,,,
72.0,0212849,宮城県子ども総合センター附属診療所石巻診療室,〒986－0850,石巻市あゆみ野五丁目７番地 / 常　勤:　　　 1 / (医　　　　 1),0225-95-1121,宮城県知事　村井　嘉浩,佐藤　美和子 / 移転 / 令6. 3. 15,平30. 3. 15,児童精神科　精神科 / 現存,診療所,,,,,,,,,,,,,,
73.0,0212864,二宮外科クリニック,〒986－0017,石巻市不動町一丁目７番３号 / 常　勤:　　　 1 / (医　　　　 1),0225-22-0202,医療法人社団二宮外科　理事長　二宮　健次,二宮　健次 / 移転 / 令6. 11. 24,平30. 11. 24,外　内　整外　ひ　リハ　肛門外科 / 現存,診療所,,,,,,,,,,,,,,
74.0,0212872,森消化器内科外科,〒986－0878,石巻市新橋５番３３号 / 常　勤:　　　 1 / (医　　　　 1) / 非常勤:　　　19 / (医　　　　19),0225-23-2151,医療法人済生の森　理事長　森　芳正,森　芳正 / 組織変更 / 令7. 1. 1,平31. 1. 1,内　外 / 現存,診療所,,,,,,,,,,,,,,
75.0,0212922,石巻内科透析クリニック,〒987－1221,石巻市須江字舘山根１０５ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 7 / (医　　　　 7),0225-24-9499,医療法人　清仁会　理事長　上田　仁,杵淵　忠司 / 新規 / 令4. 1. 5,令4. 1. 5,腎臓内科　内　人工透析 / 現存,診療所,,,,,,,,,,,,,,
76.0,0212930,蛇田さくら内科クリニック,〒986－0861,石巻市蛇田金津町１３－１４ / 常　勤:　　　 1 / (医　　　　 1),0225-98-3710,大坂　美和子,大坂　美和子 / 新規 / 令4. 3. 14,令4. 3. 14,内　循 / 現存,診療所,,,,,,,,,,,,,,
77.0,0212948,須江きむら医院,〒987－1221,石巻市須江字皮剥１０５－２ / 常　勤:　　　 1 / (医　　　　 1),0225-24-6311,木村　周,木村　周 / 交代 / 令4. 2. 20,令4. 2. 20,内　消化器内科　循環器内科 / 現存,診療所,,,,,,,,,,,,,,
78.0,0212955,関節外科スポーツクリニック石巻,〒986－0850,石巻市あゆみ野５丁目２－１ / 常　勤:　　　 4 / (医　　　　 4),0225-98-9901,医療法人関節外科スポーツクリニック　理事長　髙橋　敦,髙橋　敦 / 組織変更 / 令5. 2. 1,令5. 2. 1 / 一般     19 / 整外　リハ　麻,一般　　 / 現存,診療所,,,,,,,,,,,,,,
79.0,0212963,あゆみ野クリニック,〒986－0850,石巻市あゆみ野２丁目１４番１ / 常　勤:　　　 1 / (医　　　　 1),0225-95-0182,岩崎　鋼,岩崎　鋼 / 交代 / 令5. 3. 1,令5. 3. 1,内　老年内科　心内　漢方内科　精　神 / 現存,診療所,,,,,,,,,,,,,,
80.0,0212971,医療法人明星会あけぼのクリニック,〒986－0861,石巻市蛇田字上中埣２６－１ / 常　勤:　　　 2 / (医　　　　 2) / 非常勤:　　　 1 / (医　　　　 1),0225-98-3061,医療法人明星会　理事長　赤坂　邦,赤坂　邦 / 組織変更 / 令5. 4. 1,令5. 4. 1,精　心内　肛門内科　肛門外科　胃 / 現存,診療所,,,,,,,,,,,,,,
81.0,0212997,いしのまき山本クリニック,〒986－0868,石巻市恵み野５－１０－３８ / 常　勤:　　　 1 / (医　　　　 1),0225-92-7311,山本　康央,山本　康央 / 交代 / 令6. 5. 29,令6. 5. 29,内　消化器内科 / 現存,診療所,,,,,,,,,,,,,,
